ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,North Europe,North Europe Store 80,2019-02-26,Baby,Strollers,4,5,93347594,87297734,True,2019-02-26,1
1,North Europe,North Europe Store 80,2019-07-22,Clothing,Mens,9,12,24290338,49267038,True,2019-07-22,1
2,North Europe,North Europe Store 80,2019-06-26,Furniture,Indoor seating,8,100,82292052,28523022,False,2019-06-26,1
3,North Europe,North Europe Store 80,2019-02-19,Beauty/Health,Bath,5,10,23969731,17286680,False,2019-02-19,1
4,North Europe,North Europe Store 80,2019-04-17,Furniture,Patio furniture,7,75,31778812,74764891,True,2019-04-17,1
5,North Europe,North Europe Store 80,2019-07-18,Baby,Baby toys,11,30,39442269,38895030,True,2019-07-18,1
6,North Europe,North Europe Store 80,2019-02-25,Clothing,Mens,4,25,77340029,60935547,True,2019-02-25,1
7,North Europe,North Europe Store 80,2019-05-13,Clothing,Mens,9,20,22793122,56613877,True,2019-05-13,1
8,North Europe,North Europe Store 80,2019-03-25,Electronics,Tablets,1,200,81279024,64392883,True,2019-03-25,1
9,North Europe,North Europe Store 80,2019-05-31,Electronics,Cell Phones,2,200,28524733,45809702,True,2019-05-31,1
10,North Europe,North Europe Store 80,2019-06-15,Clothing,Kids,10,12,66581406,84272565,True,2019-06-15,1
11,North Europe,North Europe Store 80,2019-06-03,Electronics,Tablets,1,50,20957288,12100676,False,2019-06-03,1
12,North Europe,North Europe Store 80,2019-03-16,Furniture,Indoor tables,6,75,26465867,54453042,True,2019-03-16,1
13,North Europe,North Europe Store 80,2019-08-20,Baby,Strollers,10,30,23550219,25065686,False,2019-08-20,1
14,North Europe,North Europe Store 80,2019-04-15,Beauty/Health,Oral care,6,10,66737127,37598529,False,2019-04-15,1
15,North Europe,North Europe Store 80,2019-03-21,Electronics,Cell Phones,1,100,31078625,71307555,True,2019-03-21,1
16,North Europe,North Europe Store 80,2019-06-01,Furniture,Indoor tables,10,15,39786796,13397177,False,2019-06-01,1
17,North Europe,North Europe Store 80,2019-03-17,Clothing,Shoes,5,10,13205005,22472684,False,2019-03-17,1
18,North Europe,North Europe Store 80,2019-03-08,Furniture,Pool furniture,5,30,62372787,66553718,True,2019-03-08,1
19,North Europe,North Europe Store 80,2019-01-06,Baby,Cribs,3,10,47304033,61367714,True,2019-01-06,1
20,North Europe,North Europe Store 80,2019-02-21,Beauty/Health,Bath,4,10,87742411,85569066,True,2019-02-21,1
21,North Europe,North Europe Store 80,2019-05-03,Beauty/Health,Skincare,8,15,48773528,34141193,False,2019-05-03,1
22,North Europe,North Europe Store 80,2019-05-23,Furniture,Indoor seating,8,15,80448690,51860040,True,2019-05-23,1
23,North Europe,North Europe Store 80,2019-03-16,Beauty/Health,Bath,5,10,56148412,71739722,True,2019-03-16,1
24,North Europe,North Europe Store 80,2019-05-04,Beauty/Health,Feminine Products,8,10,78604680,76925726,True,2019-05-04,1
25,North Europe,North Europe Store 80,2019-02-03,Clothing,Shoes,3,13,77021770,53588708,True,2019-02-03,1
26,North Europe,North Europe Store 80,2019-08-11,Baby,Diaper bags,11,5,12741275,69146720,True,2019-08-11,1
27,North Europe,North Europe Store 80,2019-02-11,Beauty/Health,Oral care,4,10,64214362,49267038,True,2019-07-22,2
28,North Europe,North Europe Store 80,2019-04-29,Electronics,Televisions,2,200,28043480,63096382,True,2019-04-29,1
29,North Europe,North Europe Store 80,2019-06-11,Clothing,Swimwear,9,12,23631885,79950895,True,2019-06-11,1
30,North Europe,North Europe Store 80,2019-04-11,Furniture,Indoor seating,6,30,79602184,28090855,False,2019-04-11,1
31,North Europe,North Europe Store 80,2019-08-05,Electronics,Cell Phones,2,300,68002286,87297734,True,2019-02-26,2
32,North Europe,North Europe Store 80,2019-03-29,Electronics,Computers,2,300,31712362,75629225,True,2019-03-29,1
33,North Europe,North Europe Store 80,2019-01-01,Clothing,Swimwear,4,12,24935439,37598529,False,2019-04-15,2
34,North Europe,North Europe Store 80,2019-07-09,Beauty/Health,Bath,9,10,34605453,41488032,True,2019-07-09,1
35,North Europe,North Europe Store 80,2019-01-26,Beauty/Health,Haircare,4,14,23038341,38030696,False,2019-01-26,1
36,North Europe,North Europe Store 80,2019-02-01,Electronics,Tablets,1,200,49926649,77357893,True,2019-02-01,1
37,North Europe,North Europe Store 80,2019-03-20,Clothing,Swimwear,4,13,10972886,44513201,True,2019-03-20,1
38,North Europe,North Europe Store 80,2019-05-11,Furniture,Pool furniture,9,15,30137168,68282386,True,2019-05-11,1
39,North Europe,North Europe Store 80,2019-04-15,Beauty/Health,Skincare,6,15,92181540,39327197,True,2019-04-15,1
40,North Europe,North Europe Store 80,2019-05-24,Electronics,Tablets,1,100,95691100,34141193,False,2019-05-03,2
41,North Europe,North Europe Store 80,2019-08-03,Furniture,Indoor seating,11,30,77179151,46241869,True,2019-08-03,1
42,North Europe,North Europe Store 80,2019-02-04,Electronics,Tablets,1,50,62297787,10804175,False,2019-02-04,1
43,North Europe,North Europe Store 80,2019-03-06,Baby,Diaper bags,4,30,61512490,45377535,True,2019-03-06,1
44,North Europe,North Europe Store 80,2019-02-20,Clothing,Womens,5,10,13263462,41488032,True,2019-07-09,2
45,North Europe,North Europe Store 80,2019-08-10,Furniture,Beds,10,100,60457957,82543897,True,2019-08-10,1
46,North Europe,North Europe Store 80,2019-06-08,Clothing,Mens,10,13,63056196,82543897,True,2019-08-10,2
47,North Europe,North Europe Store 80,2019-06-30,Furniture,Indoor tables,10,100,20919177,33709026,False,2019-06-30,1
48,North Europe,North Europe Store 80,2019-06-06,Beauty/Health,Fragrances,10,6,30205986,38030696,False,2019-01-26,2
49,North Europe,North Europe Store 80,2019-02-02,Electronics,Headphones,1,50,17260547,16422346,False,2019-02-02,1
50,North Europe,North Europe Store 80,2019-01-04,Furniture,Patio furniture,2,40,92262291,63528549,True,2019-01-04,1
51,North Europe,North Europe Store 80,2019-08-02,Electronics,Headphones,2,100,70941509,45377535,True,2019-03-06,2
52,North Europe,North Europe Store 80,2019-04-23,Clothing,Shoes,7,12,58215240,19447515,False,2019-04-23,1
53,North Europe,North Europe Store 80,2019-01-18,Clothing,Kids,3,13,43565015,80383062,True,2019-01-18,1
54,North Europe,North Europe Store 80,2019-01-12,Beauty/Health,Makeup,4,14,26682073,69578887,True,2019-01-12,1
55,North Europe,North Europe Store 80,2019-02-15,Baby,Diapers,4,30,78331806,54453042,True,2019-03-16,2
56,North Europe,North Europe Store 80,2019-06-29,Furniture,Pool furniture,8,75,96287269,45809702,True,2019-05-31,2
57,North Europe,North Europe Store 80,2019-04-14,Clothing,Mens,6,20,81930915,71307555,True,2019-03-21,2
58,North Europe,North Europe Store 80,2019-03-22,Furniture,Patio furniture,6,15,80429024,70875388,True,2019-03-22,1
59,North Europe,North Europe Store 80,2019-01-28,Baby,Car seats,3,15,47499950,21608350,False,2019-01-28,1
60,North Europe,North Europe Store 80,2019-06-18,Beauty/Health,Fragrances,8,10,77658740,31116024,False,2019-06-18,1
61,North Europe,North Europe Store 80,2019-04-12,Electronics,Tablets,1,300,60735543,88162068,True,2019-04-12,1
62,North Europe,North Europe Store 80,2019-06-27,Baby,Baby toys,8,10,51901682,41055865,True,2019-06-27,1
63,North Europe,North Europe Store 80,2019-05-20,Beauty/Health,Skincare,7,6,34355376,25930020,False,2019-05-20,1
64,North Europe,North Europe Store 80,2019-01-10,Electronics,Computers,1,200,19120777,3889503,False,2019-01-10,1
65,North Europe,North Europe Store 80,2019-03-30,Furniture,Beds,6,75,54122143,67850219,True,2019-03-30,1
66,North Europe,North Europe Store 80,2019-05-11,Furniture,Indoor tables,7,30,92942686,75197058,True,2019-05-11,1
67,North Europe,North Europe Store 80,2019-05-24,Baby,Baby toys,7,12,26506512,65257217,True,2019-05-24,1
