ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,North Europe,North Europe Store 75,2019-03-09,Clothing,Shoes,6,13,23642368,8643340,False,2019-03-09,1
1,North Europe,North Europe Store 75,2019-06-26,Beauty/Health,Bath,9,10,39385184,26794354,False,2019-06-26,1
2,North Europe,North Europe Store 75,2019-06-21,Baby,Baby toys,10,30,38007098,71739722,True,2019-06-21,1
3,North Europe,North Europe Store 75,2019-06-01,Baby,Car seats,10,5,99605361,56181710,True,2019-06-01,1
4,North Europe,North Europe Store 75,2019-05-24,Baby,Diaper bags,7,30,31914233,29819523,False,2019-05-24,1
5,North Europe,North Europe Store 75,2019-05-22,Electronics,Speakers,1,200,10367365,68282386,True,2019-05-22,1
6,North Europe,North Europe Store 75,2019-01-03,Furniture,Patio furniture,2,100,25400946,3457336,False,2019-01-03,1
7,North Europe,North Europe Store 75,2019-02-23,Beauty/Health,Bath,4,10,49520460,28090855,False,2019-02-23,1
8,North Europe,North Europe Store 75,2019-04-19,Beauty/Health,Bath,6,15,76566085,50563539,True,2019-04-19,1
9,North Europe,North Europe Store 75,2019-03-11,Baby,Cribs,4,5,92632193,74764891,True,2019-03-11,1
10,North Europe,North Europe Store 75,2019-06-21,Baby,Diaper bags,10,30,64988096,49267038,True,2019-06-21,1
11,North Europe,North Europe Store 75,2019-05-23,Clothing,Baby,7,25,49942625,22472684,False,2019-05-23,1
12,North Europe,North Europe Store 75,2019-05-06,Furniture,Indoor tables,7,75,76927783,17718847,False,2019-05-06,1
13,North Europe,North Europe Store 75,2019-01-01,Beauty/Health,Skincare,4,10,59946661,84704732,True,2019-01-01,1
14,North Europe,North Europe Store 75,2019-01-03,Electronics,Tablets,1,100,78518005,77357893,True,2019-01-03,1
15,North Europe,North Europe Store 75,2019-06-08,Electronics,Speakers,2,100,88363840,68282386,True,2019-05-22,2
16,North Europe,North Europe Store 75,2019-01-30,Furniture,Pool furniture,4,40,24048943,49699205,True,2019-01-30,1
17,North Europe,North Europe Store 75,2019-07-21,Furniture,Beds,11,15,26633502,46241869,True,2019-07-21,1
18,North Europe,North Europe Store 75,2019-06-02,Clothing,Shoes,9,10,77355368,65689384,True,2019-06-02,1
19,North Europe,North Europe Store 75,2019-04-18,Beauty/Health,Feminine Products,6,10,94015774,81679563,True,2019-04-18,1
20,North Europe,North Europe Store 75,2019-08-20,Baby,Cribs,12,5,89940411,84272565,True,2019-08-20,1
21,North Europe,North Europe Store 75,2019-02-06,Electronics,Speakers,2,50,53352143,40623698,True,2019-02-06,1
22,North Europe,North Europe Store 75,2019-07-04,Furniture,Pool furniture,10,75,94085403,52724374,True,2019-07-04,1
23,North Europe,North Europe Store 75,2019-07-29,Furniture,Indoor seating,9,15,88475389,56181710,True,2019-06-01,2
24,North Europe,North Europe Store 75,2019-08-14,Clothing,Kids,12,25,69668336,75629225,True,2019-08-14,1
25,North Europe,North Europe Store 75,2019-04-19,Beauty/Health,Fragrances,5,10,33483557,44513201,True,2019-04-19,1
26,North Europe,North Europe Store 75,2019-03-30,Beauty/Health,Fragrances,5,10,20456343,73468390,True,2019-03-30,1
