ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,West Europe,West Europe Store 96,2019-08-07,Beauty/Health,Feminine Products,12,14,45383455,19879682,False,2019-08-07,1
1,West Europe,West Europe Store 96,2019-02-10,Baby,Baby toys,5,5,65031505,47538370,True,2019-02-10,1
2,West Europe,West Europe Store 96,2019-06-09,Clothing,Kids,10,13,24458497,65257217,True,2019-06-09,1
3,West Europe,West Europe Store 96,2019-01-09,Clothing,Mens,3,25,13936397,39759364,True,2019-01-09,1
4,West Europe,West Europe Store 96,2019-01-29,Electronics,Cell Phones,2,200,75319486,28090855,False,2019-01-29,1
5,West Europe,West Europe Store 96,2019-05-10,Baby,Car seats,8,15,82949027,69578887,True,2019-05-10,1
6,West Europe,West Europe Store 96,2019-02-10,Baby,Diapers,5,12,85466383,63528549,True,2019-02-10,1
7,West Europe,West Europe Store 96,2019-07-17,Furniture,Patio furniture,9,100,75149207,32412525,False,2019-07-17,1
8,West Europe,West Europe Store 96,2019-02-15,Clothing,Shoes,4,25,99258314,65257217,True,2019-06-09,2
9,West Europe,West Europe Store 96,2019-05-12,Clothing,Swimwear,8,12,80909169,37598529,False,2019-05-12,1
10,West Europe,West Europe Store 96,2019-06-20,Baby,Diapers,9,30,26557593,10372008,False,2019-06-20,1
11,West Europe,West Europe Store 96,2019-04-13,Beauty/Health,Makeup,6,10,33499625,61367714,True,2019-04-13,1
12,West Europe,West Europe Store 96,2019-01-15,Beauty/Health,Makeup,3,6,20474484,21608350,False,2019-01-15,1
13,West Europe,West Europe Store 96,2019-04-22,Baby,Car seats,7,5,24276478,5186004,False,2019-04-22,1
14,West Europe,West Europe Store 96,2019-03-19,Clothing,Womens,6,13,21377610,66553718,True,2019-03-19,1
15,West Europe,West Europe Store 96,2019-05-04,Clothing,Kids,7,13,71281838,40623698,True,2019-05-04,1
16,West Europe,West Europe Store 96,2019-01-02,Furniture,Pool furniture,2,30,71483325,1728668,False,2019-01-02,1
17,West Europe,West Europe Store 96,2019-05-08,Baby,Diapers,7,30,43159963,5186004,False,2019-04-22,2
18,West Europe,West Europe Store 96,2019-03-07,Clothing,Baby,5,12,41726860,35005527,False,2019-03-07,1
19,West Europe,West Europe Store 96,2019-07-24,Clothing,Baby,11,25,14599485,89458569,True,2019-07-24,1
20,West Europe,West Europe Store 96,2019-01-04,Beauty/Health,Bath,4,10,20327361,61799881,True,2019-01-04,1
21,West Europe,West Europe Store 96,2019-06-17,Baby,Diaper bags,8,5,90337059,30251690,False,2019-06-17,1
22,West Europe,West Europe Store 96,2019-02-18,Clothing,Shoes,4,13,55295930,35437694,False,2019-02-18,1
23,West Europe,West Europe Store 96,2019-01-31,Beauty/Health,Haircare,2,10,25922548,56181710,True,2019-01-31,1
24,West Europe,West Europe Store 96,2019-07-18,Electronics,Speakers,9,100,19290276,88162068,True,2019-07-18,1
25,West Europe,West Europe Store 96,2019-04-28,Baby,Cribs,6,5,77147927,35005527,False,2019-03-07,2
26,West Europe,West Europe Store 96,2019-07-26,Clothing,Mens,10,20,70107411,82111730,True,2019-07-26,1
27,West Europe,West Europe Store 96,2019-08-20,Electronics,Tablets,10,200,29415498,39327197,True,2019-08-20,1
28,West Europe,West Europe Store 96,2019-04-11,Electronics,Televisions,6,200,30119683,73036223,True,2019-04-11,1
29,West Europe,West Europe Store 96,2019-01-16,Beauty/Health,Makeup,2,10,16323555,69578887,True,2019-05-10,2
30,West Europe,West Europe Store 96,2019-07-16,Clothing,Shoes,11,12,24380085,89458569,True,2019-07-24,2
31,West Europe,West Europe Store 96,2019-03-08,Electronics,Speakers,5,50,90012402,72171889,True,2019-03-08,1
32,West Europe,West Europe Store 96,2019-06-27,Baby,Cribs,8,5,33672962,27226521,False,2019-06-27,1
33,West Europe,West Europe Store 96,2019-03-16,Furniture,Pool furniture,5,75,88851861,61367714,True,2019-04-13,2
