ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,East US,East US Store 33,2019-07-02,Furniture,Pool furniture,10,30,72557508,65689384,True,2019-07-02,1
1,East US,East US Store 33,2019-06-22,Baby,Cribs,11,12,34277865,53588708,True,2019-06-22,1
2,East US,East US Store 33,2019-01-17,Clothing,Swimwear,5,10,93758297,41920199,True,2019-01-17,1
3,East US,East US Store 33,2019-02-08,Electronics,Headphones,3,50,60114337,26794354,False,2019-02-08,1
4,East US,East US Store 33,2019-08-05,Beauty/Health,Fragrances,11,10,25718249,47106203,True,2019-08-05,1
5,East US,East US Store 33,2019-05-21,Electronics,Computers,3,200,99973068,81247396,True,2019-05-21,1
6,East US,East US Store 33,2019-07-02,Furniture,Beds,12,15,49207984,4753837,False,2019-07-02,1
7,East US,East US Store 33,2019-02-10,Baby,Cribs,5,12,32815547,79950895,True,2019-02-10,1
8,East US,East US Store 33,2019-06-24,Beauty/Health,Haircare,9,10,20273359,15990179,False,2019-06-24,1
9,East US,East US Store 33,2019-05-26,Clothing,Baby,10,25,13358948,50563539,True,2019-05-26,1
10,East US,East US Store 33,2019-06-25,Electronics,Headphones,3,200,60460546,61367714,True,2019-06-25,1
11,East US,East US Store 33,2019-05-26,Furniture,Indoor tables,8,75,63426038,82111730,True,2019-05-26,1
12,East US,East US Store 33,2019-05-10,Beauty/Health,Fragrances,10,10,58958794,71307555,True,2019-05-10,1
13,East US,East US Store 33,2019-06-10,Electronics,Computers,3,50,83485890,23337018,False,2019-06-10,1
14,East US,East US Store 33,2019-04-24,Clothing,Mens,7,12,76425972,3889503,False,2019-04-24,1
15,East US,East US Store 33,2019-04-20,Beauty/Health,Feminine Products,7,10,70556999,29819523,False,2019-04-20,1
16,East US,East US Store 33,2019-04-01,Electronics,Televisions,2,100,78791070,6482505,False,2019-04-01,1
17,East US,East US Store 33,2019-07-09,Baby,Diaper bags,12,12,68794588,49267038,True,2019-07-09,1
18,East US,East US Store 33,2019-07-02,Beauty/Health,Fragrances,11,6,18689409,77790060,True,2019-07-02,1
19,East US,East US Store 33,2019-05-18,Electronics,Cell Phones,3,100,99291828,7346839,False,2019-05-18,1
20,East US,East US Store 33,2019-01-17,Baby,Strollers,5,5,31429648,16854513,False,2019-01-17,1
21,East US,East US Store 33,2019-02-04,Beauty/Health,Feminine Products,4,10,28602551,8211173,False,2019-02-04,1
22,East US,East US Store 33,2019-07-06,Furniture,Indoor tables,11,30,53062512,19879682,False,2019-07-06,1
23,East US,East US Store 33,2019-06-24,Beauty/Health,Feminine Products,10,10,70616331,63528549,True,2019-06-24,1
24,East US,East US Store 33,2019-05-07,Clothing,Shoes,9,20,45961478,73900557,True,2019-05-07,1
25,East US,East US Store 33,2019-05-09,Beauty/Health,Bath,10,6,60918867,27226521,False,2019-05-09,1
26,East US,East US Store 33,2019-01-13,Beauty/Health,Haircare,3,14,54629124,12965010,False,2019-01-13,1
27,East US,East US Store 33,2019-06-03,Beauty/Health,Skincare,11,15,74861739,73036223,True,2019-06-03,1
