ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,East US,East US Store 38,2019-07-04,Furniture,Pool furniture,10,15,45729296,25497853,False,2019-07-04,1
1,East US,East US Store 38,2019-03-20,Furniture,Beds,5,30,72064710,9507674,False,2019-03-20,1
2,East US,East US Store 38,2019-01-24,Baby,Diapers,5,12,87590945,83408231,True,2019-01-24,1
3,East US,East US Store 38,2019-03-26,Beauty/Health,Feminine Products,6,15,35284466,61799881,True,2019-03-26,1
4,East US,East US Store 38,2019-04-07,Beauty/Health,Oral care,6,10,63290318,31116024,False,2019-04-07,1
5,East US,East US Store 38,2019-04-11,Electronics,Cell Phones,2,300,67299896,69578887,True,2019-04-11,1
6,East US,East US Store 38,2019-07-27,Beauty/Health,Fragrances,10,10,29526784,70011054,True,2019-07-27,1
7,East US,East US Store 38,2019-04-06,Clothing,Mens,6,25,57423592,5186004,False,2019-04-06,1
8,East US,East US Store 38,2019-03-04,Clothing,Mens,7,10,35947398,61799881,True,2019-03-26,2
9,East US,East US Store 38,2019-02-19,Baby,Car seats,5,10,60397608,67418052,True,2019-02-19,1
10,East US,East US Store 38,2019-06-07,Baby,Car seats,9,30,60895104,55317376,True,2019-06-07,1
11,East US,East US Store 38,2019-06-29,Baby,Cribs,10,12,15642504,54453042,True,2019-06-29,1
12,East US,East US Store 38,2019-07-20,Baby,Strollers,10,30,60186291,23337018,False,2019-07-20,1
13,East US,East US Store 38,2019-04-20,Electronics,Computers,3,50,18515899,31116024,False,2019-04-07,2
14,East US,East US Store 38,2019-05-14,Baby,Baby toys,8,30,10034952,31548191,False,2019-05-14,1
15,East US,East US Store 38,2019-05-17,Electronics,Headphones,2,200,32030698,66985885,True,2019-05-17,1
16,East US,East US Store 38,2019-07-29,Electronics,Computers,2,50,47842349,41488032,True,2019-07-29,1
17,East US,East US Store 38,2019-03-26,Baby,Car seats,7,12,25227024,64392883,True,2019-03-26,1
18,East US,East US Store 38,2019-05-05,Beauty/Health,Bath,9,14,78825833,39759364,True,2019-05-05,1
19,East US,East US Store 38,2019-05-14,Beauty/Health,Haircare,9,10,43929130,74332724,True,2019-05-14,1
