ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,East Europe,East Europe Store 74,2019-06-06,Furniture,Patio furniture,10,40,82645527,66121551,True,2019-06-06,1
1,East Europe,East Europe Store 74,2019-01-05,Electronics,Headphones,1,300,47464679,55749543,True,2019-01-05,1
2,East Europe,East Europe Store 74,2019-01-21,Baby,Strollers,2,30,77606753,82111730,True,2019-01-21,1
3,East Europe,East Europe Store 74,2019-03-03,Beauty/Health,Oral care,6,10,27778016,35005527,False,2019-03-03,1
4,East Europe,East Europe Store 74,2019-01-10,Clothing,Kids,2,25,94051254,72171889,True,2019-01-10,1
5,East Europe,East Europe Store 74,2019-04-05,Beauty/Health,Makeup,5,10,60821016,80815229,True,2019-04-05,1
6,East Europe,East Europe Store 74,2019-03-21,Electronics,Tablets,1,200,97914562,35005527,False,2019-03-03,2
7,East Europe,East Europe Store 74,2019-01-04,Furniture,Pool furniture,3,100,54560059,53588708,True,2019-01-04,1
8,East Europe,East Europe Store 74,2019-08-09,Baby,Baby toys,11,15,81550578,33709026,False,2019-08-09,1
9,East Europe,East Europe Store 74,2019-01-10,Baby,Diaper bags,3,15,89519788,33276859,False,2019-01-10,1
10,East Europe,East Europe Store 74,2019-01-17,Baby,Baby toys,3,12,11226260,58342545,True,2019-01-17,1
11,East Europe,East Europe Store 74,2019-01-08,Furniture,Pool furniture,2,75,43639843,53156541,True,2019-01-08,1
12,East Europe,East Europe Store 74,2019-06-26,Clothing,Kids,8,12,42940604,36734195,False,2019-06-26,1
13,East Europe,East Europe Store 74,2019-03-16,Furniture,Patio furniture,4,100,36382640,46241869,True,2019-03-16,1
14,East Europe,East Europe Store 74,2019-03-08,Beauty/Health,Skincare,4,15,14065433,3025169,False,2019-03-08,1
15,East Europe,East Europe Store 74,2019-03-07,Clothing,Kids,4,10,56815999,28523022,False,2019-03-07,1
16,East Europe,East Europe Store 74,2019-03-24,Baby,Diaper bags,4,10,48330569,86865567,True,2019-03-24,1
17,East Europe,East Europe Store 74,2019-07-27,Furniture,Indoor seating,9,40,20772459,12532843,False,2019-07-27,1
18,East Europe,East Europe Store 74,2019-01-19,Electronics,Tablets,2,200,87020716,19447515,False,2019-01-19,1
19,East Europe,East Europe Store 74,2019-08-11,Beauty/Health,Feminine Products,12,14,89367977,73468390,True,2019-08-11,1
20,East Europe,East Europe Store 74,2019-05-15,Clothing,Kids,9,10,35486154,62232048,True,2019-05-15,1
21,East Europe,East Europe Store 74,2019-02-11,Beauty/Health,Oral care,4,10,14421831,21176183,False,2019-02-11,1
22,East Europe,East Europe Store 74,2019-01-21,Clothing,Baby,2,25,76251120,76925726,True,2019-01-21,1
23,East Europe,East Europe Store 74,2019-05-27,Beauty/Health,Feminine Products,7,15,47186907,86001233,True,2019-05-27,1
24,East Europe,East Europe Store 74,2019-05-31,Beauty/Health,Skincare,9,10,83902244,57478211,True,2019-05-31,1
25,East Europe,East Europe Store 74,2019-02-08,Baby,Car seats,4,5,85759020,60503380,True,2019-02-08,1
26,East Europe,East Europe Store 74,2019-07-23,Electronics,Cell Phones,1,100,97911974,73900557,True,2019-07-23,1
27,East Europe,East Europe Store 74,2019-02-07,Furniture,Indoor tables,4,15,69181669,86865567,True,2019-03-24,2
28,East Europe,East Europe Store 74,2019-04-21,Furniture,Pool furniture,6,100,64927356,39327197,True,2019-04-21,1
29,East Europe,East Europe Store 74,2019-01-21,Beauty/Health,Haircare,4,10,60631779,42784533,True,2019-01-21,1
30,East Europe,East Europe Store 74,2019-06-10,Clothing,Swimwear,8,12,46061879,27658688,False,2019-06-10,1
31,East Europe,East Europe Store 74,2019-01-07,Furniture,Patio furniture,3,40,32485298,74764891,True,2019-01-07,1
32,East Europe,East Europe Store 74,2019-05-18,Furniture,Patio furniture,8,30,67675092,42784533,True,2019-01-21,2
33,East Europe,East Europe Store 74,2019-04-23,Electronics,Headphones,1,100,61176130,14261511,False,2019-04-23,1
34,East Europe,East Europe Store 74,2019-01-21,Beauty/Health,Makeup,3,6,68034098,6914672,False,2019-01-21,1
35,East Europe,East Europe Store 74,2019-03-14,Beauty/Health,Oral care,6,6,33578805,37166362,False,2019-03-14,1
36,East Europe,East Europe Store 74,2019-06-20,Clothing,Mens,8,20,35680211,43216700,True,2019-06-20,1
37,East Europe,East Europe Store 74,2019-05-05,Furniture,Indoor seating,8,75,59335885,86001233,True,2019-05-27,2
38,East Europe,East Europe Store 74,2019-01-25,Furniture,Indoor seating,2,15,55631994,74764891,True,2019-01-07,2
39,East Europe,East Europe Store 74,2019-04-05,Electronics,Speakers,1,200,58127661,33276859,False,2019-01-10,2
40,East Europe,East Europe Store 74,2019-05-15,Beauty/Health,Haircare,8,10,47367226,29819523,False,2019-05-15,1
41,East Europe,East Europe Store 74,2019-01-07,Furniture,Pool furniture,4,100,56943327,9075507,False,2019-01-07,1
42,East Europe,East Europe Store 74,2019-01-06,Furniture,Indoor seating,2,40,96502586,73036223,True,2019-01-06,1
43,East Europe,East Europe Store 74,2019-02-25,Furniture,Patio furniture,4,75,62494297,57478211,True,2019-05-31,2
44,East Europe,East Europe Store 74,2019-06-10,Clothing,Mens,8,10,56359638,41920199,True,2019-06-10,1
45,East Europe,East Europe Store 74,2019-05-21,Baby,Baby toys,8,12,57659688,41920199,True,2019-06-10,2
46,East Europe,East Europe Store 74,2019-05-17,Baby,Car seats,9,30,60994549,22472684,False,2019-05-17,1
47,East Europe,East Europe Store 74,2019-01-11,Beauty/Health,Bath,2,10,83101185,30251690,False,2019-01-11,1
48,East Europe,East Europe Store 74,2019-07-18,Baby,Diaper bags,10,30,89837667,51860040,True,2019-07-18,1
49,East Europe,East Europe Store 74,2019-05-20,Furniture,Indoor tables,8,15,10020230,27226521,False,2019-05-20,1
50,East Europe,East Europe Store 74,2019-02-24,Electronics,Speakers,1,100,32941156,10372008,False,2019-02-24,1
51,East Europe,East Europe Store 74,2019-05-20,Electronics,Cell Phones,2,50,84413136,22040517,False,2019-05-20,1
52,East Europe,East Europe Store 74,2019-07-20,Clothing,Baby,11,10,52415888,62232048,True,2019-05-15,2
53,East Europe,East Europe Store 74,2019-03-29,Beauty/Health,Haircare,5,14,55217021,59206879,True,2019-03-29,1
54,East Europe,East Europe Store 74,2019-03-14,Baby,Cribs,6,12,66409230,62664215,True,2019-03-14,1
55,East Europe,East Europe Store 74,2019-02-04,Beauty/Health,Oral care,5,10,25782450,38895030,True,2019-02-04,1
56,East Europe,East Europe Store 74,2019-02-19,Furniture,Beds,5,40,57781599,86001233,True,2019-05-27,3
57,East Europe,East Europe Store 74,2019-01-20,Clothing,Swimwear,4,25,22714914,38895030,True,2019-02-04,2
58,East Europe,East Europe Store 74,2019-07-09,Clothing,Baby,9,25,93974715,34141193,False,2019-07-09,1
59,East Europe,East Europe Store 74,2019-04-03,Clothing,Baby,5,10,42281542,56181710,True,2019-04-03,1
60,East Europe,East Europe Store 74,2019-06-22,Beauty/Health,Feminine Products,8,6,54402041,44945368,True,2019-06-22,1
61,East Europe,East Europe Store 74,2019-03-11,Baby,Car seats,4,5,60155386,54885209,True,2019-03-11,1
62,East Europe,East Europe Store 74,2019-07-01,Furniture,Pool furniture,11,100,38492350,63528549,True,2019-07-01,1
63,East Europe,East Europe Store 74,2019-08-13,Baby,Cribs,10,12,66897931,56613877,True,2019-08-13,1
64,East Europe,East Europe Store 74,2019-02-15,Clothing,Kids,5,12,40452808,54885209,True,2019-03-11,2
65,East Europe,East Europe Store 74,2019-01-27,Beauty/Health,Skincare,4,10,36868683,51860040,True,2019-07-18,2
66,East Europe,East Europe Store 74,2019-05-10,Beauty/Health,Skincare,7,14,51066085,35005527,False,2019-03-03,3
67,East Europe,East Europe Store 74,2019-04-12,Clothing,Baby,6,12,89874938,19015348,False,2019-04-12,1
68,East Europe,East Europe Store 74,2019-02-15,Baby,Strollers,5,10,49589973,57478211,True,2019-05-31,3
69,East Europe,East Europe Store 74,2019-07-10,Beauty/Health,Oral care,9,10,35174617,70011054,True,2019-07-10,1
70,East Europe,East Europe Store 74,2019-07-12,Baby,Diapers,9,5,54957344,55317376,True,2019-07-12,1
71,East Europe,East Europe Store 74,2019-06-25,Furniture,Indoor seating,9,15,94169924,51427873,True,2019-06-25,1
72,East Europe,East Europe Store 74,2019-04-09,Clothing,Kids,6,13,84152935,83408231,True,2019-04-09,1
73,East Europe,East Europe Store 74,2019-01-21,Furniture,Beds,2,30,10464035,76493559,True,2019-01-21,1
74,East Europe,East Europe Store 74,2019-08-12,Electronics,Cell Phones,1,300,90701667,42352366,True,2019-08-12,1
75,East Europe,East Europe Store 74,2019-05-21,Electronics,Computers,1,100,29355636,7779006,False,2019-05-21,1
76,East Europe,East Europe Store 74,2019-03-03,Beauty/Health,Bath,6,6,42282112,86001233,True,2019-05-27,4
77,East Europe,East Europe Store 74,2019-02-17,Beauty/Health,Fragrances,5,10,63290242,42352366,True,2019-08-12,2
78,East Europe,East Europe Store 74,2019-04-05,Beauty/Health,Bath,6,6,88065361,23337018,False,2019-04-05,1
79,East Europe,East Europe Store 74,2019-03-31,Furniture,Beds,5,75,27782893,31980358,False,2019-03-31,1
80,East Europe,East Europe Store 74,2019-07-25,Clothing,Kids,10,10,86066019,68282386,True,2019-07-25,1
81,East Europe,East Europe Store 74,2019-01-30,Clothing,Swimwear,3,25,76503199,51427873,True,2019-06-25,2
82,East Europe,East Europe Store 74,2019-02-25,Clothing,Womens,4,10,82468088,81679563,True,2019-02-25,1
83,East Europe,East Europe Store 74,2019-08-01,Beauty/Health,Makeup,12,6,15006305,54453042,True,2019-08-01,1
84,East Europe,East Europe Store 74,2019-02-27,Baby,Diaper bags,3,10,91696180,2160835,False,2019-02-27,1
85,East Europe,East Europe Store 74,2019-03-12,Clothing,Shoes,4,25,75175072,51427873,True,2019-06-25,3
86,East Europe,East Europe Store 74,2019-03-03,Clothing,Swimwear,5,25,39230236,27226521,False,2019-05-20,2
87,East Europe,East Europe Store 74,2019-05-21,Beauty/Health,Fragrances,7,10,49309457,57478211,True,2019-05-31,4
88,East Europe,East Europe Store 74,2019-07-09,Electronics,Tablets,1,100,93177686,31116024,False,2019-07-09,1
89,East Europe,East Europe Store 74,2019-03-10,Baby,Car seats,4,30,35501352,71739722,True,2019-03-10,1
90,East Europe,East Europe Store 74,2019-08-01,Furniture,Patio furniture,10,75,72540767,86433400,True,2019-08-01,1
