ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,West Europe,West Europe Store 10,2019-01-25,Beauty/Health,Fragrances,2,14,75158331,28523022,False,2019-01-25,1
1,West Europe,West Europe Store 10,2019-08-05,Clothing,Shoes,12,10,80434162,74764891,True,2019-08-05,1
2,West Europe,West Europe Store 10,2019-01-09,Clothing,Kids,4,10,23144847,57910378,True,2019-01-09,1
3,West Europe,West Europe Store 10,2019-03-31,Furniture,Indoor tables,5,30,60244091,13397177,False,2019-03-31,1
4,West Europe,West Europe Store 10,2019-08-03,Furniture,Beds,12,15,65020298,6050338,False,2019-08-03,1
5,West Europe,West Europe Store 10,2019-07-13,Clothing,Shoes,9,20,61222764,42352366,True,2019-07-13,1
6,West Europe,West Europe Store 10,2019-05-31,Baby,Diaper bags,9,30,57281537,73468390,True,2019-05-31,1
7,West Europe,West Europe Store 10,2019-04-13,Baby,Cribs,7,30,19443918,44081034,True,2019-04-13,1
8,West Europe,West Europe Store 10,2019-05-20,Clothing,Swimwear,7,13,66092938,70443221,True,2019-05-20,1
9,West Europe,West Europe Store 10,2019-02-05,Baby,Cribs,5,10,38889322,41055865,True,2019-02-05,1
10,West Europe,West Europe Store 10,2019-02-09,Clothing,Womens,4,25,69928857,74332724,True,2019-02-09,1
11,West Europe,West Europe Store 10,2019-06-30,Clothing,Baby,9,20,18039219,57478211,True,2019-06-30,1
12,West Europe,West Europe Store 10,2019-04-14,Furniture,Pool furniture,5,40,72669146,66553718,True,2019-04-14,1
13,West Europe,West Europe Store 10,2019-06-28,Baby,Strollers,10,12,56185378,66985885,True,2019-06-28,1
14,West Europe,West Europe Store 10,2019-03-11,Electronics,Speakers,2,50,75231743,83408231,True,2019-03-11,1
15,West Europe,West Europe Store 10,2019-04-16,Electronics,Speakers,1,200,60769531,66121551,True,2019-04-16,1
16,West Europe,West Europe Store 10,2019-06-21,Electronics,Televisions,1,200,27892351,58342545,True,2019-06-21,1
17,West Europe,West Europe Store 10,2019-08-01,Beauty/Health,Makeup,10,10,86941850,6050338,False,2019-08-03,2
18,West Europe,West Europe Store 10,2019-07-28,Beauty/Health,Feminine Products,10,15,25573699,32412525,False,2019-07-28,1
19,West Europe,West Europe Store 10,2019-06-02,Baby,Baby toys,9,10,13201053,11236342,False,2019-06-02,1
20,West Europe,West Europe Store 10,2019-07-20,Baby,Diaper bags,10,12,37102654,25065686,False,2019-07-20,1
21,West Europe,West Europe Store 10,2019-01-17,Clothing,Swimwear,3,12,16724088,69146720,True,2019-01-17,1
22,West Europe,West Europe Store 10,2019-02-13,Baby,Car seats,3,30,16378711,3025169,False,2019-02-13,1
23,West Europe,West Europe Store 10,2019-07-09,Beauty/Health,Makeup,11,14,57038184,8643340,False,2019-07-09,1
24,West Europe,West Europe Store 10,2019-01-10,Electronics,Speakers,2,200,51315686,69146720,True,2019-01-17,2
25,West Europe,West Europe Store 10,2019-05-07,Baby,Car seats,9,30,14733021,26794354,False,2019-05-07,1
26,West Europe,West Europe Store 10,2019-04-27,Baby,Strollers,8,30,27804748,32412525,False,2019-07-28,2
27,West Europe,West Europe Store 10,2019-05-08,Electronics,Headphones,2,200,83704730,80383062,True,2019-05-08,1
28,West Europe,West Europe Store 10,2019-05-11,Electronics,Headphones,1,300,93388392,37166362,False,2019-05-11,1
29,West Europe,West Europe Store 10,2019-04-07,Clothing,Kids,5,10,29890734,32844692,False,2019-04-07,1
30,West Europe,West Europe Store 10,2019-03-23,Furniture,Patio furniture,5,40,42577651,78654394,True,2019-03-23,1
31,West Europe,West Europe Store 10,2019-04-21,Clothing,Baby,6,20,94490805,47106203,True,2019-04-21,1
32,West Europe,West Europe Store 10,2019-07-28,Furniture,Patio furniture,9,15,22182845,26362187,False,2019-07-28,1
