ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,West US,West US Store 37,2019-04-15,Baby,Baby toys,8,30,87600746,49267038,True,2019-04-15,1
1,West US,West US Store 37,2019-08-18,Furniture,Pool furniture,12,75,17612113,86433400,True,2019-08-18,1
2,West US,West US Store 37,2019-08-06,Electronics,Televisions,12,300,35874504,54453042,True,2019-08-06,1
3,West US,West US Store 37,2019-01-26,Beauty/Health,Fragrances,6,14,20632379,44081034,True,2019-01-26,1
4,West US,West US Store 37,2019-07-31,Electronics,Cell Phones,10,100,61762158,49267038,True,2019-04-15,2
5,West US,West US Store 37,2019-05-11,Baby,Diaper bags,9,10,67480038,70875388,True,2019-05-11,1
6,West US,West US Store 37,2019-02-05,Beauty/Health,Haircare,7,15,26152621,63528549,True,2019-02-05,1
7,West US,West US Store 37,2019-03-11,Beauty/Health,Feminine Products,6,10,49227958,49699205,True,2019-03-11,1
8,West US,West US Store 37,2019-02-17,Furniture,Indoor seating,5,100,73667809,29387356,False,2019-02-17,1
9,West US,West US Store 37,2019-01-23,Clothing,Shoes,4,12,84683502,30251690,False,2019-01-23,1
10,West US,West US Store 37,2019-02-08,Electronics,Headphones,5,300,20884785,72604056,True,2019-02-08,1
11,West US,West US Store 37,2019-03-25,Electronics,Televisions,6,200,21202109,3889503,False,2019-03-25,1
12,West US,West US Store 37,2019-04-03,Clothing,Shoes,8,20,55429598,85136899,True,2019-04-03,1
13,West US,West US Store 37,2019-02-08,Furniture,Pool furniture,7,75,63466313,3889503,False,2019-03-25,2
14,West US,West US Store 37,2019-03-23,Baby,Strollers,6,5,13681577,40191531,True,2019-03-23,1
15,West US,West US Store 37,2019-04-08,Beauty/Health,Feminine Products,8,6,82772983,68714553,True,2019-04-08,1
16,West US,West US Store 37,2019-07-11,Electronics,Speakers,11,50,24557201,76925726,True,2019-07-11,1
17,West US,West US Store 37,2019-01-03,Beauty/Health,Haircare,6,10,44472985,54453042,True,2019-08-06,2
18,West US,West US Store 37,2019-07-31,Electronics,Cell Phones,10,100,21131754,36734195,False,2019-07-31,1
19,West US,West US Store 37,2019-08-06,Furniture,Beds,14,40,35559623,72171889,True,2019-08-06,1
20,West US,West US Store 37,2019-03-23,Beauty/Health,Fragrances,7,15,66089044,68714553,True,2019-04-08,2
21,West US,West US Store 37,2019-05-05,Electronics,Tablets,9,100,26656428,36302028,False,2019-05-05,1
22,West US,West US Store 37,2019-05-27,Furniture,Patio furniture,10,40,89592054,87297734,True,2019-05-27,1
23,West US,West US Store 37,2019-01-19,Electronics,Televisions,4,300,14471183,71307555,True,2019-01-19,1
24,West US,West US Store 37,2019-05-06,Clothing,Kids,10,25,12421865,36302028,False,2019-05-05,2
25,West US,West US Store 37,2019-07-17,Beauty/Health,Oral care,13,10,50798534,30251690,False,2019-01-23,2
26,West US,West US Store 37,2019-08-18,Electronics,Headphones,12,100,59395844,67418052,True,2019-08-18,1
27,West US,West US Store 37,2019-07-25,Furniture,Indoor seating,12,40,66593127,75197058,True,2019-07-25,1
28,West US,West US Store 37,2019-02-07,Electronics,Computers,6,300,88330643,77357893,True,2019-02-07,1
29,West US,West US Store 37,2019-07-30,Beauty/Health,Oral care,13,15,55330411,64392883,True,2019-07-30,1
30,West US,West US Store 37,2019-05-30,Electronics,Computers,8,100,74746470,62664215,True,2019-05-30,1
31,West US,West US Store 37,2019-07-28,Baby,Diapers,13,10,82719425,53588708,True,2019-07-28,1
32,West US,West US Store 37,2019-06-17,Clothing,Mens,10,12,69862912,76925726,True,2019-07-11,2
33,West US,West US Store 37,2019-06-07,Beauty/Health,Haircare,10,10,24810570,17718847,False,2019-06-07,1
34,West US,West US Store 37,2019-05-02,Furniture,Beds,11,15,39327974,83408231,True,2019-05-02,1
35,West US,West US Store 37,2019-02-23,Beauty/Health,Makeup,6,10,45855836,53156541,True,2019-02-23,1
36,West US,West US Store 37,2019-04-02,Furniture,Patio furniture,9,75,93699074,86001233,True,2019-04-02,1
37,West US,West US Store 37,2019-05-21,Baby,Baby toys,11,30,98477519,47970537,True,2019-05-21,1
38,West US,West US Store 37,2019-02-09,Baby,Car seats,7,30,71764941,22040517,False,2019-02-09,1
39,West US,West US Store 37,2019-05-02,Clothing,Swimwear,11,20,37534299,65257217,True,2019-05-02,1
40,West US,West US Store 37,2019-02-18,Baby,Car seats,6,10,67492734,51860040,True,2019-02-18,1
41,West US,West US Store 37,2019-02-18,Furniture,Pool furniture,6,40,25982664,71307555,True,2019-01-19,2
42,West US,West US Store 37,2019-05-04,Electronics,Speakers,8,200,79826115,37166362,False,2019-05-04,1
43,West US,West US Store 37,2019-03-12,Beauty/Health,Oral care,7,15,19751195,35437694,False,2019-03-12,1
44,West US,West US Store 37,2019-04-21,Baby,Strollers,8,12,85919770,76493559,True,2019-04-21,1
45,West US,West US Store 37,2019-04-28,Electronics,Tablets,7,100,33511592,49699205,True,2019-03-11,2
46,West US,West US Store 37,2019-08-06,Beauty/Health,Makeup,13,15,98530189,38030696,False,2019-08-06,1
47,West US,West US Store 37,2019-03-16,Baby,Baby toys,8,30,11747163,80383062,True,2019-03-16,1
48,West US,West US Store 37,2019-03-18,Furniture,Beds,7,75,10774097,85136899,True,2019-04-03,2
49,West US,West US Store 37,2019-03-05,Clothing,Baby,7,25,25142769,87297734,True,2019-05-27,2
50,West US,West US Store 37,2019-01-17,Beauty/Health,Skincare,5,10,46295356,40191531,True,2019-03-23,2
51,West US,West US Store 37,2019-06-27,Clothing,Kids,11,13,63061435,86001233,True,2019-04-02,2
52,West US,West US Store 37,2019-07-09,Clothing,Womens,12,25,40906810,44081034,True,2019-01-26,2
53,West US,West US Store 37,2019-06-10,Beauty/Health,Bath,12,10,70147492,33276859,False,2019-06-10,1
54,West US,West US Store 37,2019-04-22,Beauty/Health,Feminine Products,8,10,18404205,38030696,False,2019-08-06,2
55,West US,West US Store 37,2019-03-16,Beauty/Health,Haircare,7,6,53841219,13829344,False,2019-03-16,1
56,West US,West US Store 37,2019-01-30,Clothing,Shoes,5,25,43509729,73468390,True,2019-01-30,1
57,West US,West US Store 37,2019-03-13,Electronics,Speakers,7,200,66815703,32844692,False,2019-03-13,1
58,West US,West US Store 37,2019-02-15,Baby,Diaper bags,7,30,94009655,54020875,True,2019-02-15,1
59,West US,West US Store 37,2019-04-25,Electronics,Cell Phones,7,200,61552275,25930020,False,2019-04-25,1
60,West US,West US Store 37,2019-01-11,Clothing,Mens,5,13,82985464,42784533,True,2019-01-11,1
61,West US,West US Store 37,2019-01-18,Beauty/Health,Haircare,4,10,76588409,75629225,True,2019-01-18,1
62,West US,West US Store 37,2019-06-07,Baby,Diaper bags,11,12,82946611,81247396,True,2019-06-07,1
63,West US,West US Store 37,2019-04-08,Beauty/Health,Fragrances,9,10,94270720,48834871,True,2019-04-08,1
64,West US,West US Store 37,2019-07-06,Electronics,Cell Phones,11,100,80895665,70011054,True,2019-07-06,1
65,West US,West US Store 37,2019-06-17,Furniture,Indoor tables,11,40,59890418,57046044,True,2019-06-17,1
