ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,Australia Southeast,Australia Southeast Store 44,2019-03-18,Clothing,Kids,4,10,32174837,38462863,False,2019-03-18,1
1,Australia Southeast,Australia Southeast Store 44,2019-08-07,Baby,Car seats,11,12,74279231,76925726,True,2019-08-07,1
2,Australia Southeast,Australia Southeast Store 44,2019-02-14,Furniture,Pool furniture,3,30,73128860,41055865,True,2019-02-14,1
3,Australia Southeast,Australia Southeast Store 44,2019-04-03,Furniture,Patio furniture,6,100,90916339,13397177,False,2019-04-03,1
4,Australia Southeast,Australia Southeast Store 44,2019-07-02,Furniture,Beds,9,40,12258869,30683857,False,2019-07-02,1
5,Australia Southeast,Australia Southeast Store 44,2019-06-04,Furniture,Pool furniture,8,30,29905648,76493559,True,2019-06-04,1
6,Australia Southeast,Australia Southeast Store 44,2019-04-01,Clothing,Baby,5,10,20692382,25065686,False,2019-04-01,1
7,Australia Southeast,Australia Southeast Store 44,2019-06-03,Electronics,Tablets,2,300,88423613,43648867,True,2019-06-03,1
8,Australia Southeast,Australia Southeast Store 44,2019-03-25,Beauty/Health,Bath,6,10,22297891,31548191,False,2019-03-25,1
9,Australia Southeast,Australia Southeast Store 44,2019-02-17,Electronics,Tablets,1,200,82475569,44081034,True,2019-02-17,1
10,Australia Southeast,Australia Southeast Store 44,2019-02-18,Baby,Baby toys,5,5,64037737,55317376,True,2019-02-18,1
11,Australia Southeast,Australia Southeast Store 44,2019-01-14,Furniture,Indoor seating,2,15,81995352,5186004,False,2019-01-14,1
12,Australia Southeast,Australia Southeast Store 44,2019-07-21,Clothing,Shoes,9,10,61676294,64825050,True,2019-07-21,1
13,Australia Southeast,Australia Southeast Store 44,2019-03-14,Clothing,Swimwear,4,25,66544540,55749543,True,2019-03-14,1
14,Australia Southeast,Australia Southeast Store 44,2019-06-25,Beauty/Health,Oral care,9,10,89068831,67850219,True,2019-06-25,1
15,Australia Southeast,Australia Southeast Store 44,2019-04-20,Furniture,Patio furniture,5,30,25790631,38462863,False,2019-03-18,2
16,Australia Southeast,Australia Southeast Store 44,2019-07-24,Baby,Car seats,11,5,17783487,36302028,False,2019-07-24,1
17,Australia Southeast,Australia Southeast Store 44,2019-07-14,Beauty/Health,Haircare,10,14,71673238,86865567,True,2019-07-14,1
18,Australia Southeast,Australia Southeast Store 44,2019-07-31,Electronics,Tablets,2,200,69251710,57478211,True,2019-07-31,1
19,Australia Southeast,Australia Southeast Store 44,2019-07-18,Baby,Car seats,10,15,44088341,79518728,True,2019-07-18,1
20,Australia Southeast,Australia Southeast Store 44,2019-03-24,Baby,Car seats,4,12,70928382,15125845,False,2019-03-24,1
21,Australia Southeast,Australia Southeast Store 44,2019-05-29,Electronics,Tablets,2,100,11500086,38030696,False,2019-05-29,1
22,Australia Southeast,Australia Southeast Store 44,2019-08-01,Baby,Cribs,10,30,70259795,24633519,False,2019-08-01,1
23,Australia Southeast,Australia Southeast Store 44,2019-06-06,Clothing,Shoes,10,10,65156801,25930020,False,2019-06-06,1
24,Australia Southeast,Australia Southeast Store 44,2019-07-16,Electronics,Computers,1,100,59570238,72604056,True,2019-07-16,1
25,Australia Southeast,Australia Southeast Store 44,2019-08-21,Furniture,Pool furniture,12,100,23322373,28955189,False,2019-08-21,1
26,Australia Southeast,Australia Southeast Store 44,2019-06-24,Beauty/Health,Bath,8,10,74978595,73900557,True,2019-06-24,1
27,Australia Southeast,Australia Southeast Store 44,2019-07-10,Clothing,Baby,10,10,86578035,3457336,False,2019-07-10,1
28,Australia Southeast,Australia Southeast Store 44,2019-04-24,Beauty/Health,Skincare,6,6,68968584,80383062,True,2019-04-24,1
29,Australia Southeast,Australia Southeast Store 44,2019-03-23,Beauty/Health,Feminine Products,5,14,51260054,66121551,True,2019-03-23,1
30,Australia Southeast,Australia Southeast Store 44,2019-07-23,Clothing,Womens,10,10,86157252,68282386,True,2019-07-23,1
31,Australia Southeast,Australia Southeast Store 44,2019-06-14,Baby,Diaper bags,10,10,79015251,28523022,False,2019-06-14,1
32,Australia Southeast,Australia Southeast Store 44,2019-03-23,Baby,Car seats,4,30,40363398,9939841,False,2019-03-23,1
33,Australia Southeast,Australia Southeast Store 44,2019-05-06,Beauty/Health,Oral care,9,14,54445765,53588708,True,2019-05-06,1
34,Australia Southeast,Australia Southeast Store 44,2019-03-05,Electronics,Cell Phones,1,50,20497428,75197058,True,2019-03-05,1
35,Australia Southeast,Australia Southeast Store 44,2019-02-03,Clothing,Kids,5,25,46450463,36302028,False,2019-07-24,2
36,Australia Southeast,Australia Southeast Store 44,2019-05-09,Beauty/Health,Fragrances,8,10,12148573,63960716,True,2019-05-09,1
37,Australia Southeast,Australia Southeast Store 44,2019-05-11,Furniture,Indoor seating,8,15,54551155,35005527,False,2019-05-11,1
38,Australia Southeast,Australia Southeast Store 44,2019-01-30,Electronics,Tablets,2,300,65637653,80815229,True,2019-01-30,1
39,Australia Southeast,Australia Southeast Store 44,2019-03-29,Clothing,Shoes,5,20,14189838,80383062,True,2019-04-24,2
40,Australia Southeast,Australia Southeast Store 44,2019-03-25,Beauty/Health,Haircare,6,6,93122198,50563539,True,2019-03-25,1
41,Australia Southeast,Australia Southeast Store 44,2019-04-05,Clothing,Baby,7,10,31776823,52724374,True,2019-04-05,1
42,Australia Southeast,Australia Southeast Store 44,2019-07-21,Furniture,Indoor tables,11,15,95152167,76061392,True,2019-07-21,1
43,Australia Southeast,Australia Southeast Store 44,2019-07-14,Furniture,Indoor seating,10,100,69152723,25497853,False,2019-07-14,1
44,Australia Southeast,Australia Southeast Store 44,2019-06-14,Beauty/Health,Bath,9,10,10028199,42784533,True,2019-06-14,1
45,Australia Southeast,Australia Southeast Store 44,2019-04-03,Clothing,Womens,6,25,45832452,78654394,True,2019-04-03,1
46,Australia Southeast,Australia Southeast Store 44,2019-02-19,Furniture,Indoor tables,5,100,33555203,53588708,True,2019-05-06,2
47,Australia Southeast,Australia Southeast Store 44,2019-08-06,Electronics,Headphones,1,300,43034774,69146720,True,2019-08-06,1
