ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,West US,West US Store 4,2019-02-23,Baby,Baby toys,4,30,72625995,47106203,True,2019-02-23,1
1,West US,West US Store 4,2019-03-07,Beauty/Health,Haircare,5,6,10763307,30251690,False,2019-03-07,1
2,West US,West US Store 4,2019-05-29,Baby,Cribs,9,12,49176265,57478211,True,2019-05-29,1
3,West US,West US Store 4,2019-05-20,Clothing,Shoes,9,10,35133389,48402704,True,2019-05-20,1
4,West US,West US Store 4,2019-08-07,Beauty/Health,Skincare,13,10,30775203,67418052,True,2019-08-07,1
5,West US,West US Store 4,2019-05-12,Clothing,Shoes,8,20,31613255,50131372,True,2019-05-12,1
6,West US,West US Store 4,2019-06-17,Clothing,Womens,10,20,68615396,83408231,True,2019-06-17,1
7,West US,West US Store 4,2019-01-22,Furniture,Indoor seating,4,75,56276827,28955189,False,2019-01-22,1
8,West US,West US Store 4,2019-08-11,Baby,Car seats,13,5,33691942,26362187,False,2019-08-11,1
9,West US,West US Store 4,2019-02-19,Electronics,Speakers,3,100,59061954,79518728,True,2019-02-19,1
10,West US,West US Store 4,2019-05-31,Clothing,Womens,9,25,26988477,13397177,False,2019-05-31,1
11,West US,West US Store 4,2019-07-30,Clothing,Womens,11,25,54958529,75197058,True,2019-07-30,1
12,West US,West US Store 4,2019-05-31,Electronics,Tablets,2,200,93095286,14261511,False,2019-05-31,1
13,West US,West US Store 4,2019-06-02,Baby,Cribs,9,12,49258336,30251690,False,2019-03-07,2
14,West US,West US Store 4,2019-03-17,Furniture,Patio furniture,7,15,46403753,9939841,False,2019-03-17,1
15,West US,West US Store 4,2019-06-10,Beauty/Health,Makeup,11,10,17624512,82976064,True,2019-06-10,1
16,West US,West US Store 4,2019-05-15,Electronics,Tablets,3,200,46034885,31980358,False,2019-05-15,1
17,West US,West US Store 4,2019-03-09,Electronics,Computers,3,300,92077142,29387356,False,2019-03-09,1
18,West US,West US Store 4,2019-03-18,Beauty/Health,Fragrances,7,10,73398726,34573360,False,2019-03-18,1
19,West US,West US Store 4,2019-06-06,Electronics,Headphones,3,200,97587964,44945368,True,2019-06-06,1
20,West US,West US Store 4,2019-08-16,Clothing,Womens,12,25,75885575,31548191,False,2019-08-16,1
21,West US,West US Store 4,2019-06-28,Electronics,Headphones,3,50,73367115,21176183,False,2019-06-28,1
22,West US,West US Store 4,2019-07-31,Beauty/Health,Makeup,10,10,50736839,44513201,True,2019-07-31,1
23,West US,West US Store 4,2019-04-23,Baby,Diaper bags,8,10,71695459,27226521,False,2019-04-23,1
24,West US,West US Store 4,2019-01-26,Electronics,Speakers,3,100,23706459,70443221,True,2019-01-26,1
25,West US,West US Store 4,2019-05-21,Beauty/Health,Oral care,10,15,17846226,82976064,True,2019-06-10,2
26,West US,West US Store 4,2019-03-19,Clothing,Baby,5,10,42478499,23769185,False,2019-03-19,1
27,West US,West US Store 4,2019-04-08,Clothing,Mens,6,25,22876292,67850219,True,2019-04-08,1
28,West US,West US Store 4,2019-07-04,Beauty/Health,Makeup,10,10,44111194,12965010,False,2019-07-04,1
29,West US,West US Store 4,2019-04-21,Clothing,Kids,7,25,82346273,38895030,True,2019-04-21,1
30,West US,West US Store 4,2019-06-04,Electronics,Televisions,2,300,46240826,20744016,False,2019-06-04,1
31,West US,West US Store 4,2019-05-17,Beauty/Health,Makeup,10,14,79636469,79086561,True,2019-05-17,1
32,West US,West US Store 4,2019-01-17,Baby,Diapers,5,30,60660772,48402704,True,2019-05-20,2
33,West US,West US Store 4,2019-01-24,Electronics,Headphones,2,100,44500917,57478211,True,2019-05-29,2
34,West US,West US Store 4,2019-01-15,Beauty/Health,Haircare,3,10,34570878,73468390,True,2019-01-15,1
35,West US,West US Store 4,2019-04-26,Beauty/Health,Oral care,7,10,70080471,68714553,True,2019-04-26,1
36,West US,West US Store 4,2019-08-20,Furniture,Indoor seating,12,40,36522788,68714553,True,2019-04-26,2
37,West US,West US Store 4,2019-03-26,Clothing,Swimwear,7,12,39664588,54885209,True,2019-03-26,1
38,West US,West US Store 4,2019-02-02,Electronics,Headphones,3,100,47829669,70011054,True,2019-02-02,1
39,West US,West US Store 4,2019-01-24,Electronics,Computers,2,200,59596681,22904851,False,2019-01-24,1
40,West US,West US Store 4,2019-01-28,Electronics,Televisions,2,50,29723817,52724374,True,2019-01-28,1
41,West US,West US Store 4,2019-07-28,Beauty/Health,Makeup,10,14,26215855,75629225,True,2019-07-28,1
42,West US,West US Store 4,2019-03-30,Beauty/Health,Haircare,7,10,73659023,41055865,True,2019-03-30,1
43,West US,West US Store 4,2019-01-02,Beauty/Health,Feminine Products,3,15,57514760,18583181,False,2019-01-02,1
44,West US,West US Store 4,2019-07-20,Baby,Diaper bags,11,15,97534155,61799881,True,2019-07-20,1
45,West US,West US Store 4,2019-01-10,Furniture,Indoor seating,4,100,50867115,85569066,True,2019-01-10,1
46,West US,West US Store 4,2019-08-20,Beauty/Health,Haircare,13,15,83417885,35005527,False,2019-08-20,1
47,West US,West US Store 4,2019-05-19,Clothing,Kids,9,10,46560343,49699205,True,2019-05-19,1
48,West US,West US Store 4,2019-01-01,Baby,Strollers,5,30,52274140,44081034,True,2019-01-01,1
49,West US,West US Store 4,2019-07-15,Electronics,Speakers,2,50,93484984,34573360,False,2019-03-18,2
50,West US,West US Store 4,2019-02-05,Furniture,Beds,4,15,55720920,25065686,False,2019-02-05,1
51,West US,West US Store 4,2019-01-24,Furniture,Pool furniture,4,30,34612959,67418052,True,2019-08-07,2
52,West US,West US Store 4,2019-08-08,Baby,Cribs,12,30,29890167,33276859,False,2019-08-08,1
53,West US,West US Store 4,2019-03-21,Furniture,Beds,7,75,25909306,79950895,True,2019-03-21,1
54,West US,West US Store 4,2019-03-09,Clothing,Shoes,7,20,64170866,65689384,True,2019-03-09,1
55,West US,West US Store 4,2019-02-10,Baby,Strollers,4,5,76175164,79086561,True,2019-05-17,2
56,West US,West US Store 4,2019-05-06,Baby,Diapers,10,10,19381781,73468390,True,2019-01-15,2
