ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,West Europe,West Europe Store 19,2019-05-31,Furniture,Beds,9,30,38749890,70875388,True,2019-05-31,1
1,West Europe,West Europe Store 19,2019-06-14,Beauty/Health,Bath,10,6,67879283,39759364,True,2019-06-14,1
2,West Europe,West Europe Store 19,2019-04-09,Beauty/Health,Haircare,7,6,41283727,76061392,True,2019-04-09,1
3,West Europe,West Europe Store 19,2019-05-16,Baby,Strollers,9,30,48099772,47538370,True,2019-05-16,1
4,West Europe,West Europe Store 19,2019-06-21,Clothing,Kids,8,25,33062170,45809702,True,2019-06-21,1
5,West Europe,West Europe Store 19,2019-02-02,Electronics,Tablets,4,200,65084074,28523022,False,2019-02-02,1
6,West Europe,West Europe Store 19,2019-04-13,Furniture,Beds,7,75,93775391,45377535,True,2019-04-13,1
7,West Europe,West Europe Store 19,2019-04-29,Furniture,Beds,7,15,20877892,17286680,False,2019-04-29,1
8,West Europe,West Europe Store 19,2019-03-23,Clothing,Mens,6,12,72009965,22040517,False,2019-03-23,1
9,West Europe,West Europe Store 19,2019-04-28,Furniture,Pool furniture,6,15,13347240,43648867,True,2019-04-28,1
10,West Europe,West Europe Store 19,2019-05-19,Furniture,Pool furniture,9,30,39304981,31548191,False,2019-05-19,1
11,West Europe,West Europe Store 19,2019-01-13,Furniture,Patio furniture,3,40,44442345,71739722,True,2019-01-13,1
12,West Europe,West Europe Store 19,2019-06-07,Baby,Diapers,8,5,66540589,32412525,False,2019-06-07,1
13,West Europe,West Europe Store 19,2019-07-09,Electronics,Speakers,8,50,76126162,49267038,True,2019-07-09,1
14,West Europe,West Europe Store 19,2019-05-10,Baby,Baby toys,9,12,98787144,67418052,True,2019-05-10,1
15,West Europe,West Europe Store 19,2019-01-20,Furniture,Beds,3,30,89228055,62664215,True,2019-01-20,1
16,West Europe,West Europe Store 19,2019-06-11,Beauty/Health,Skincare,9,10,23221149,28523022,False,2019-02-02,2
17,West Europe,West Europe Store 19,2019-02-17,Baby,Strollers,5,15,21119850,4321670,False,2019-02-17,1
18,West Europe,West Europe Store 19,2019-05-24,Beauty/Health,Oral care,9,10,95302266,35869861,False,2019-05-24,1
19,West Europe,West Europe Store 19,2019-06-22,Furniture,Indoor seating,9,40,63229614,25065686,False,2019-06-22,1
20,West Europe,West Europe Store 19,2019-03-25,Clothing,Swimwear,6,12,34191418,24201352,False,2019-03-25,1
21,West Europe,West Europe Store 19,2019-03-30,Beauty/Health,Oral care,4,10,79341822,7346839,False,2019-03-30,1
22,West Europe,West Europe Store 19,2019-06-06,Clothing,Shoes,9,20,87337120,58774712,True,2019-06-06,1
23,West Europe,West Europe Store 19,2019-05-12,Clothing,Baby,9,25,47966569,82543897,True,2019-05-12,1
24,West Europe,West Europe Store 19,2019-05-22,Furniture,Indoor tables,9,40,15040990,73468390,True,2019-05-22,1
25,West Europe,West Europe Store 19,2019-06-24,Furniture,Indoor tables,8,100,22497029,85569066,True,2019-06-24,1
26,West Europe,West Europe Store 19,2019-08-19,Electronics,Computers,9,300,17779766,35437694,False,2019-08-19,1
27,West Europe,West Europe Store 19,2019-03-05,Electronics,Tablets,4,300,98804542,50131372,True,2019-03-05,1
28,West Europe,West Europe Store 19,2019-01-21,Clothing,Mens,3,13,24839363,63528549,True,2019-01-21,1
29,West Europe,West Europe Store 19,2019-07-08,Beauty/Health,Makeup,10,6,15135567,36734195,False,2019-07-08,1
30,West Europe,West Europe Store 19,2019-06-12,Electronics,Tablets,8,300,37061891,73036223,True,2019-06-12,1
31,West Europe,West Europe Store 19,2019-07-05,Clothing,Swimwear,10,25,42917051,25065686,False,2019-06-22,2
32,West Europe,West Europe Store 19,2019-07-30,Beauty/Health,Skincare,10,10,81881803,24633519,False,2019-07-30,1
33,West Europe,West Europe Store 19,2019-08-01,Baby,Strollers,12,5,57320445,70875388,True,2019-05-31,2
34,West Europe,West Europe Store 19,2019-02-25,Beauty/Health,Makeup,5,10,35762887,28955189,False,2019-02-25,1
35,West Europe,West Europe Store 19,2019-08-09,Furniture,Pool furniture,12,75,53899590,70011054,True,2019-08-09,1
36,West Europe,West Europe Store 19,2019-01-24,Clothing,Mens,4,12,16756070,57910378,True,2019-01-24,1
37,West Europe,West Europe Store 19,2019-04-09,Furniture,Patio furniture,5,15,13248723,88162068,True,2019-04-09,1
38,West Europe,West Europe Store 19,2019-03-18,Beauty/Health,Bath,5,10,35746355,70443221,True,2019-03-18,1
39,West Europe,West Europe Store 19,2019-08-15,Beauty/Health,Haircare,11,14,35929377,76493559,True,2019-08-15,1
40,West Europe,West Europe Store 19,2019-07-22,Electronics,Speakers,9,100,46294534,69146720,True,2019-07-22,1
41,West Europe,West Europe Store 19,2019-04-11,Furniture,Beds,5,15,49342588,32412525,False,2019-06-07,2
42,West Europe,West Europe Store 19,2019-06-14,Beauty/Health,Feminine Products,10,15,85147277,35869861,False,2019-05-24,2
43,West Europe,West Europe Store 19,2019-02-16,Electronics,Speakers,3,100,51460780,41488032,True,2019-02-16,1
44,West Europe,West Europe Store 19,2019-07-19,Electronics,Headphones,8,50,41526536,47538370,True,2019-05-16,2
45,West Europe,West Europe Store 19,2019-07-07,Beauty/Health,Oral care,11,15,73201446,33709026,False,2019-07-07,1
46,West Europe,West Europe Store 19,2019-04-18,Furniture,Indoor tables,5,30,49086775,56613877,True,2019-04-18,1
47,West Europe,West Europe Store 19,2019-03-07,Baby,Car seats,5,30,35738307,51427873,True,2019-03-07,1
48,West Europe,West Europe Store 19,2019-07-27,Beauty/Health,Makeup,11,10,19731203,61799881,True,2019-07-27,1
49,West Europe,West Europe Store 19,2019-04-17,Beauty/Health,Haircare,7,10,25425853,28523022,False,2019-02-02,3
50,West Europe,West Europe Store 19,2019-04-13,Electronics,Speakers,6,200,44622721,11668509,False,2019-04-13,1
51,West Europe,West Europe Store 19,2019-07-30,Furniture,Beds,10,15,40782946,78222227,True,2019-07-30,1
52,West Europe,West Europe Store 19,2019-05-29,Furniture,Indoor seating,8,30,74426565,33709026,False,2019-07-07,2
53,West Europe,West Europe Store 19,2019-08-09,Clothing,Kids,12,20,50711528,24633519,False,2019-07-30,2
54,West Europe,West Europe Store 19,2019-06-22,Furniture,Indoor seating,10,40,16635785,67850219,True,2019-06-22,1
55,West Europe,West Europe Store 19,2019-07-21,Clothing,Kids,9,20,99438171,26362187,False,2019-07-21,1
56,West Europe,West Europe Store 19,2019-01-16,Furniture,Indoor seating,2,100,72317245,22472684,False,2019-01-16,1
57,West Europe,West Europe Store 19,2019-02-16,Clothing,Mens,3,13,84135650,85569066,True,2019-06-24,2
58,West Europe,West Europe Store 19,2019-05-04,Electronics,Televisions,7,100,34541850,11236342,False,2019-05-04,1
59,West Europe,West Europe Store 19,2019-08-15,Baby,Cribs,12,30,53655729,89890736,True,2019-08-15,1
60,West Europe,West Europe Store 19,2019-01-22,Furniture,Pool furniture,3,30,76056894,77357893,True,2019-01-22,1
61,West Europe,West Europe Store 19,2019-01-18,Clothing,Mens,4,20,76173432,73468390,True,2019-05-22,2
62,West Europe,West Europe Store 19,2019-07-31,Furniture,Beds,10,15,70980803,89458569,True,2019-07-31,1
63,West Europe,West Europe Store 19,2019-02-09,Beauty/Health,Feminine Products,3,10,10950553,59639046,True,2019-02-09,1
64,West Europe,West Europe Store 19,2019-05-07,Baby,Diaper bags,7,5,35177344,66985885,True,2019-05-07,1
65,West Europe,West Europe Store 19,2019-05-03,Beauty/Health,Fragrances,9,14,31466549,67418052,True,2019-05-10,2
66,West Europe,West Europe Store 19,2019-04-23,Baby,Diapers,6,5,90903964,5618171,False,2019-04-23,1
67,West Europe,West Europe Store 19,2019-05-25,Clothing,Kids,9,25,65774426,39759364,True,2019-06-14,2
68,West Europe,West Europe Store 19,2019-08-10,Furniture,Pool furniture,12,40,63388808,63528549,True,2019-01-21,2
69,West Europe,West Europe Store 19,2019-05-04,Clothing,Womens,7,25,35673264,48402704,True,2019-05-04,1
70,West Europe,West Europe Store 19,2019-01-06,Furniture,Patio furniture,4,30,17006345,41055865,True,2019-01-06,1
71,West Europe,West Europe Store 19,2019-07-13,Baby,Cribs,9,30,75505100,8643340,False,2019-07-13,1
72,West Europe,West Europe Store 19,2019-01-14,Beauty/Health,Fragrances,3,6,69810724,37598529,False,2019-01-14,1
73,West Europe,West Europe Store 19,2019-04-02,Furniture,Indoor tables,6,100,50186949,2593002,False,2019-04-02,1
74,West Europe,West Europe Store 19,2019-08-13,Beauty/Health,Fragrances,12,10,71499328,11668509,False,2019-04-13,2
75,West Europe,West Europe Store 19,2019-06-03,Electronics,Speakers,7,100,57181191,5186004,False,2019-06-03,1
76,West Europe,West Europe Store 19,2019-06-14,Baby,Diapers,9,15,92790106,29819523,False,2019-06-14,1
77,West Europe,West Europe Store 19,2019-01-18,Beauty/Health,Oral care,2,14,78239054,78222227,True,2019-07-30,2
78,West Europe,West Europe Store 19,2019-01-08,Beauty/Health,Skincare,4,6,16303745,25065686,False,2019-06-22,3
79,West Europe,West Europe Store 19,2019-06-28,Electronics,Cell Phones,7,200,17058366,84704732,True,2019-06-28,1
80,West Europe,West Europe Store 19,2019-01-18,Electronics,Headphones,3,200,20852824,65689384,True,2019-01-18,1
81,West Europe,West Europe Store 19,2019-01-23,Electronics,Computers,3,50,92624418,29819523,False,2019-06-14,2
82,West Europe,West Europe Store 19,2019-03-15,Beauty/Health,Bath,5,15,88626109,34141193,False,2019-03-15,1
83,West Europe,West Europe Store 19,2019-01-26,Furniture,Beds,2,30,12830219,6914672,False,2019-01-26,1
84,West Europe,West Europe Store 19,2019-04-24,Electronics,Speakers,5,200,26605768,29387356,False,2019-04-24,1
85,West Europe,West Europe Store 19,2019-03-24,Clothing,Baby,6,13,61439536,33276859,False,2019-03-24,1
86,West Europe,West Europe Store 19,2019-05-22,Electronics,Tablets,6,200,64853507,50995706,True,2019-05-22,1
87,West Europe,West Europe Store 19,2019-03-14,Clothing,Kids,4,25,46892553,46241869,True,2019-03-14,1
88,West Europe,West Europe Store 19,2019-07-17,Electronics,Tablets,9,100,78978739,24633519,False,2019-07-30,3
89,West Europe,West Europe Store 19,2019-08-08,Beauty/Health,Makeup,12,6,82301753,25497853,False,2019-08-08,1
90,West Europe,West Europe Store 19,2019-02-16,Baby,Cribs,5,15,84312243,38895030,True,2019-02-16,1
91,West Europe,West Europe Store 19,2019-07-01,Clothing,Swimwear,9,13,34581529,59639046,True,2019-02-09,2
92,West Europe,West Europe Store 19,2019-05-24,Beauty/Health,Haircare,8,15,66472810,17286680,False,2019-04-29,2
93,West Europe,West Europe Store 19,2019-03-13,Baby,Cribs,6,12,33128213,54020875,True,2019-03-13,1
94,West Europe,West Europe Store 19,2019-08-15,Electronics,Tablets,9,100,67276703,55317376,True,2019-08-15,1
95,West Europe,West Europe Store 19,2019-05-06,Baby,Strollers,8,30,64801671,66553718,True,2019-05-06,1
96,West Europe,West Europe Store 19,2019-05-15,Furniture,Patio furniture,9,75,78872462,58774712,True,2019-06-06,2
97,West Europe,West Europe Store 19,2019-08-12,Furniture,Patio furniture,10,75,31719145,46241869,True,2019-03-14,2
98,West Europe,West Europe Store 19,2019-05-05,Baby,Cribs,8,12,57925411,85136899,True,2019-05-05,1
99,West Europe,West Europe Store 19,2019-06-25,Clothing,Mens,10,25,16059129,48402704,True,2019-05-04,2
100,West Europe,West Europe Store 19,2019-04-29,Clothing,Kids,8,25,57326353,57478211,True,2019-04-29,1
101,West Europe,West Europe Store 19,2019-03-12,Electronics,Tablets,4,200,49217234,84704732,True,2019-06-28,2
102,West Europe,West Europe Store 19,2019-06-02,Furniture,Indoor seating,8,75,11019693,50995706,True,2019-05-22,2
103,West Europe,West Europe Store 19,2019-07-19,Electronics,Computers,8,100,95930694,47106203,True,2019-07-19,1
104,West Europe,West Europe Store 19,2019-05-06,Baby,Cribs,9,15,18275588,64392883,True,2019-05-06,1
105,West Europe,West Europe Store 19,2019-06-20,Clothing,Kids,9,25,72793904,35005527,False,2019-06-20,1
106,West Europe,West Europe Store 19,2019-06-12,Furniture,Beds,10,15,91470012,71739722,True,2019-01-13,2
107,West Europe,West Europe Store 19,2019-01-09,Furniture,Pool furniture,4,100,67834865,27658688,False,2019-01-09,1
108,West Europe,West Europe Store 19,2019-02-17,Clothing,Baby,5,25,85735162,70011054,True,2019-08-09,2
