ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,Central US,Central US Store 34,2019-01-04,Electronics,Televisions,3,50,28784579,5186004,False,2019-01-04,1
1,Central US,Central US Store 34,2019-05-15,Beauty/Health,Oral care,8,10,83355015,68282386,True,2019-05-15,1
2,Central US,Central US Store 34,2019-01-17,Clothing,Mens,3,20,89220802,53588708,True,2019-01-17,1
3,Central US,Central US Store 34,2019-07-21,Electronics,Televisions,2,100,54042110,26362187,False,2019-07-21,1
4,Central US,Central US Store 34,2019-06-28,Electronics,Cell Phones,3,50,92686605,81679563,True,2019-06-28,1
5,Central US,Central US Store 34,2019-07-01,Electronics,Computers,2,300,24861949,82976064,True,2019-07-01,1
6,Central US,Central US Store 34,2019-05-31,Baby,Cribs,9,10,75325274,75629225,True,2019-05-31,1
7,Central US,Central US Store 34,2019-04-27,Furniture,Pool furniture,8,75,80247974,61367714,True,2019-04-27,1
8,Central US,Central US Store 34,2019-07-12,Baby,Car seats,10,10,75665738,71739722,True,2019-07-12,1
9,Central US,Central US Store 34,2019-01-14,Clothing,Shoes,4,13,19654973,29819523,False,2019-01-14,1
10,Central US,Central US Store 34,2019-04-15,Beauty/Health,Oral care,8,10,49108332,54885209,True,2019-04-15,1
11,Central US,Central US Store 34,2019-01-18,Beauty/Health,Haircare,3,15,86978956,76061392,True,2019-01-18,1
12,Central US,Central US Store 34,2019-01-20,Electronics,Speakers,3,100,32271966,35005527,False,2019-01-20,1
13,Central US,Central US Store 34,2019-04-27,Baby,Baby toys,7,5,57049798,69578887,True,2019-04-27,1
14,Central US,Central US Store 34,2019-01-01,Electronics,Computers,2,300,55997259,23337018,False,2019-01-01,1
15,Central US,Central US Store 34,2019-02-26,Electronics,Speakers,2,100,52535745,82543897,True,2019-02-26,1
16,Central US,Central US Store 34,2019-05-28,Beauty/Health,Skincare,9,14,86359021,80383062,True,2019-05-28,1
17,Central US,Central US Store 34,2019-07-12,Baby,Diapers,12,5,77483871,43648867,True,2019-07-12,1
18,Central US,Central US Store 34,2019-04-19,Beauty/Health,Fragrances,6,6,84904429,75197058,True,2019-04-19,1
19,Central US,Central US Store 34,2019-06-14,Clothing,Baby,11,10,40735883,33709026,False,2019-06-14,1
20,Central US,Central US Store 34,2019-04-22,Beauty/Health,Oral care,8,15,29981491,45377535,True,2019-04-22,1
21,Central US,Central US Store 34,2019-06-19,Electronics,Cell Phones,3,50,64936440,14261511,False,2019-06-19,1
22,Central US,Central US Store 34,2019-06-04,Furniture,Indoor tables,9,100,91350117,42352366,True,2019-06-04,1
23,Central US,Central US Store 34,2019-03-31,Electronics,Speakers,2,50,89628516,74764891,True,2019-03-31,1
24,Central US,Central US Store 34,2019-05-04,Clothing,Kids,9,10,44748184,42784533,True,2019-05-04,1
25,Central US,Central US Store 34,2019-05-09,Beauty/Health,Skincare,9,10,64385418,53156541,True,2019-05-09,1
26,Central US,Central US Store 34,2019-07-16,Beauty/Health,Haircare,12,14,53960416,24201352,False,2019-07-16,1
27,Central US,Central US Store 34,2019-02-02,Electronics,Computers,3,100,49149178,39327197,True,2019-02-02,1
28,Central US,Central US Store 34,2019-05-15,Furniture,Indoor seating,10,30,49077073,45377535,True,2019-04-22,2
29,Central US,Central US Store 34,2019-04-11,Beauty/Health,Skincare,6,15,95960349,66121551,True,2019-04-11,1
30,Central US,Central US Store 34,2019-08-07,Electronics,Speakers,2,100,21952793,28523022,False,2019-08-07,1
31,Central US,Central US Store 34,2019-08-19,Beauty/Health,Oral care,12,10,57607932,52292207,True,2019-08-19,1
32,Central US,Central US Store 34,2019-05-02,Furniture,Indoor seating,10,15,16226950,44081034,True,2019-05-02,1
33,Central US,Central US Store 34,2019-08-20,Clothing,Shoes,12,25,58295708,38030696,False,2019-08-20,1
34,Central US,Central US Store 34,2019-03-14,Clothing,Womens,5,25,31228648,62232048,True,2019-03-14,1
35,Central US,Central US Store 34,2019-01-11,Furniture,Patio furniture,5,75,62254193,57046044,True,2019-01-11,1
36,Central US,Central US Store 34,2019-03-14,Furniture,Beds,7,100,86731657,70875388,True,2019-03-14,1
37,Central US,Central US Store 34,2019-02-27,Clothing,Swimwear,6,10,41431183,56613877,True,2019-02-27,1
