ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,West US,West US Store 79,2019-01-12,Baby,Cribs,5,15,77099765,38030696,False,2019-01-12,1
1,West US,West US Store 79,2019-04-28,Electronics,Televisions,3,50,41655497,42784533,True,2019-04-28,1
2,West US,West US Store 79,2019-06-25,Clothing,Kids,11,25,89774367,52292207,True,2019-06-25,1
3,West US,West US Store 79,2019-02-02,Beauty/Health,Skincare,5,14,47764795,28523022,False,2019-02-02,1
4,West US,West US Store 79,2019-01-15,Baby,Car seats,5,30,73467343,85136899,True,2019-01-15,1
5,West US,West US Store 79,2019-04-19,Electronics,Speakers,3,50,54253775,80383062,True,2019-04-19,1
6,West US,West US Store 79,2019-02-21,Baby,Cribs,5,12,34347218,39759364,True,2019-02-21,1
7,West US,West US Store 79,2019-03-24,Electronics,Televisions,2,200,12409399,52724374,True,2019-03-24,1
8,West US,West US Store 79,2019-06-21,Baby,Cribs,9,12,79172525,28090855,False,2019-06-21,1
9,West US,West US Store 79,2019-01-29,Furniture,Beds,4,100,23666426,41920199,True,2019-01-29,1
10,West US,West US Store 79,2019-06-29,Furniture,Pool furniture,9,75,31973251,87729901,True,2019-06-29,1
11,West US,West US Store 79,2019-04-13,Clothing,Shoes,8,13,88089402,62232048,True,2019-04-13,1
12,West US,West US Store 79,2019-05-16,Furniture,Beds,9,100,76856733,46674036,True,2019-05-16,1
13,West US,West US Store 79,2019-07-06,Electronics,Headphones,2,200,42262137,17286680,False,2019-07-06,1
14,West US,West US Store 79,2019-01-10,Electronics,Tablets,2,100,96237404,10804175,False,2019-01-10,1
15,West US,West US Store 79,2019-01-22,Baby,Baby toys,5,5,80702205,25497853,False,2019-01-22,1
16,West US,West US Store 79,2019-05-06,Furniture,Pool furniture,10,15,63867217,57046044,True,2019-05-06,1
17,West US,West US Store 79,2019-05-04,Furniture,Indoor tables,8,15,63024343,59206879,True,2019-05-04,1
