ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,Australia Southeast,Australia Southeast Store 93,2019-05-05,Beauty/Health,Fragrances,7,6,77895747,35437694,False,2019-05-05,1
1,Australia Southeast,Australia Southeast Store 93,2019-05-14,Beauty/Health,Feminine Products,8,14,75946811,55749543,True,2019-05-14,1
2,Australia Southeast,Australia Southeast Store 93,2019-07-17,Electronics,Computers,8,100,52334244,89026402,True,2019-07-17,1
3,Australia Southeast,Australia Southeast Store 93,2019-08-09,Electronics,Televisions,10,200,19447779,41055865,True,2019-08-09,1
4,Australia Southeast,Australia Southeast Store 93,2019-05-01,Electronics,Tablets,6,200,13017701,25930020,False,2019-05-01,1
5,Australia Southeast,Australia Southeast Store 93,2019-04-24,Beauty/Health,Fragrances,7,10,44002783,75629225,True,2019-04-24,1
6,Australia Southeast,Australia Southeast Store 93,2019-03-22,Beauty/Health,Feminine Products,4,10,40087789,81247396,True,2019-03-22,1
7,Australia Southeast,Australia Southeast Store 93,2019-05-02,Beauty/Health,Bath,9,10,90829556,52292207,True,2019-05-02,1
8,Australia Southeast,Australia Southeast Store 93,2019-04-15,Electronics,Televisions,6,200,80608601,64392883,True,2019-04-15,1
9,Australia Southeast,Australia Southeast Store 93,2019-07-25,Furniture,Pool furniture,9,15,58860377,44081034,True,2019-07-25,1
10,Australia Southeast,Australia Southeast Store 93,2019-03-04,Baby,Diaper bags,4,15,16843367,63096382,True,2019-03-04,1
11,Australia Southeast,Australia Southeast Store 93,2019-06-25,Furniture,Pool furniture,8,40,34047700,82543897,True,2019-06-25,1
12,Australia Southeast,Australia Southeast Store 93,2019-07-14,Clothing,Shoes,10,13,70619358,55749543,True,2019-05-14,2
13,Australia Southeast,Australia Southeast Store 93,2019-01-01,Electronics,Speakers,3,100,95928718,82976064,True,2019-01-01,1
14,Australia Southeast,Australia Southeast Store 93,2019-02-07,Baby,Cribs,5,12,89567648,45377535,True,2019-02-07,1
15,Australia Southeast,Australia Southeast Store 93,2019-03-01,Beauty/Health,Oral care,6,14,56693852,51427873,True,2019-03-01,1
16,Australia Southeast,Australia Southeast Store 93,2019-08-02,Furniture,Beds,11,15,54225231,87297734,True,2019-08-02,1
17,Australia Southeast,Australia Southeast Store 93,2019-01-26,Clothing,Shoes,2,20,83357721,82111730,True,2019-01-26,1
18,Australia Southeast,Australia Southeast Store 93,2019-06-14,Baby,Strollers,9,5,94430697,16854513,False,2019-06-14,1
19,Australia Southeast,Australia Southeast Store 93,2019-06-24,Clothing,Baby,9,12,90607753,63096382,True,2019-03-04,2
20,Australia Southeast,Australia Southeast Store 93,2019-03-10,Beauty/Health,Feminine Products,6,10,24333763,26794354,False,2019-03-10,1
21,Australia Southeast,Australia Southeast Store 93,2019-08-07,Baby,Diapers,12,30,76567521,61367714,True,2019-08-07,1
22,Australia Southeast,Australia Southeast Store 93,2019-02-04,Electronics,Cell Phones,3,300,56299830,38462863,False,2019-02-04,1
23,Australia Southeast,Australia Southeast Store 93,2019-07-18,Beauty/Health,Fragrances,9,10,84074490,48834871,True,2019-07-18,1
24,Australia Southeast,Australia Southeast Store 93,2019-01-05,Clothing,Swimwear,2,25,95670593,41920199,True,2019-01-05,1
25,Australia Southeast,Australia Southeast Store 93,2019-07-16,Baby,Strollers,9,5,99336212,12532843,False,2019-07-16,1
26,Australia Southeast,Australia Southeast Store 93,2019-06-04,Furniture,Indoor tables,8,40,75409489,31116024,False,2019-06-04,1
27,Australia Southeast,Australia Southeast Store 93,2019-01-08,Baby,Strollers,3,5,23910553,29387356,False,2019-01-08,1
28,Australia Southeast,Australia Southeast Store 93,2019-03-08,Beauty/Health,Haircare,4,6,13121498,48402704,True,2019-03-08,1
29,Australia Southeast,Australia Southeast Store 93,2019-02-10,Furniture,Pool furniture,4,30,82293604,41055865,True,2019-08-09,2
30,Australia Southeast,Australia Southeast Store 93,2019-05-31,Electronics,Speakers,7,300,50318530,71307555,True,2019-05-31,1
31,Australia Southeast,Australia Southeast Store 93,2019-02-03,Beauty/Health,Makeup,4,10,75550827,76925726,True,2019-02-03,1
32,Australia Southeast,Australia Southeast Store 93,2019-07-01,Electronics,Computers,8,100,12167935,72171889,True,2019-07-01,1
33,Australia Southeast,Australia Southeast Store 93,2019-06-12,Baby,Diapers,8,30,76183970,44513201,True,2019-06-12,1
34,Australia Southeast,Australia Southeast Store 93,2019-05-21,Clothing,Kids,8,13,59404946,64392883,True,2019-04-15,2
35,Australia Southeast,Australia Southeast Store 93,2019-07-14,Furniture,Indoor seating,9,40,70431905,52724374,True,2019-07-14,1
36,Australia Southeast,Australia Southeast Store 93,2019-06-28,Baby,Baby toys,9,30,22077841,45809702,True,2019-06-28,1
37,Australia Southeast,Australia Southeast Store 93,2019-04-30,Baby,Diapers,6,30,36889668,61367714,True,2019-08-07,2
38,Australia Southeast,Australia Southeast Store 93,2019-03-31,Baby,Diapers,6,10,89579881,63960716,True,2019-03-31,1
39,Australia Southeast,Australia Southeast Store 93,2019-08-02,Electronics,Speakers,9,200,15785449,54453042,True,2019-08-02,1
40,Australia Southeast,Australia Southeast Store 93,2019-07-09,Beauty/Health,Bath,9,10,39257186,51860040,True,2019-07-09,1
41,Australia Southeast,Australia Southeast Store 93,2019-04-01,Beauty/Health,Haircare,5,10,34449358,81247396,True,2019-03-22,2
42,Australia Southeast,Australia Southeast Store 93,2019-05-14,Clothing,Swimwear,9,13,78421191,63096382,True,2019-03-04,3
43,Australia Southeast,Australia Southeast Store 93,2019-07-16,Clothing,Shoes,11,25,70540711,65689384,True,2019-07-16,1
44,Australia Southeast,Australia Southeast Store 93,2019-08-07,Furniture,Pool furniture,11,75,70529013,82543897,True,2019-06-25,2
45,Australia Southeast,Australia Southeast Store 93,2019-02-04,Beauty/Health,Oral care,5,15,23537267,82976064,True,2019-01-01,2
46,Australia Southeast,Australia Southeast Store 93,2019-01-22,Furniture,Beds,2,15,29657423,53588708,True,2019-01-22,1
47,Australia Southeast,Australia Southeast Store 93,2019-08-17,Electronics,Tablets,10,200,46564824,67418052,True,2019-08-17,1
48,Australia Southeast,Australia Southeast Store 93,2019-08-20,Furniture,Patio furniture,10,15,24331109,8643340,False,2019-08-20,1
49,Australia Southeast,Australia Southeast Store 93,2019-08-07,Clothing,Baby,11,20,83825316,70011054,True,2019-08-07,1
50,Australia Southeast,Australia Southeast Store 93,2019-01-10,Clothing,Womens,2,20,85768143,53588708,True,2019-01-22,2
51,Australia Southeast,Australia Southeast Store 93,2019-07-29,Beauty/Health,Haircare,9,14,80571469,70875388,True,2019-07-29,1
52,Australia Southeast,Australia Southeast Store 93,2019-07-01,Clothing,Shoes,10,10,21072002,31548191,False,2019-07-01,1
53,Australia Southeast,Australia Southeast Store 93,2019-01-24,Baby,Diapers,3,30,13253903,54020875,True,2019-01-24,1
54,Australia Southeast,Australia Southeast Store 93,2019-04-05,Baby,Strollers,7,15,79282840,56613877,True,2019-04-05,1
55,Australia Southeast,Australia Southeast Store 93,2019-06-13,Clothing,Baby,8,10,66494001,7346839,False,2019-06-13,1
56,Australia Southeast,Australia Southeast Store 93,2019-01-29,Beauty/Health,Oral care,3,10,22306321,58774712,True,2019-01-29,1
57,Australia Southeast,Australia Southeast Store 93,2019-03-04,Electronics,Headphones,4,50,16391806,76061392,True,2019-03-04,1
58,Australia Southeast,Australia Southeast Store 93,2019-05-26,Furniture,Pool furniture,9,30,55217787,74764891,True,2019-05-26,1
59,Australia Southeast,Australia Southeast Store 93,2019-07-03,Baby,Car seats,11,30,93610663,35437694,False,2019-05-05,2
60,Australia Southeast,Australia Southeast Store 93,2019-02-23,Baby,Diaper bags,4,15,75831679,50995706,True,2019-02-23,1
61,Australia Southeast,Australia Southeast Store 93,2019-04-30,Clothing,Swimwear,6,25,70605107,27658688,False,2019-04-30,1
62,Australia Southeast,Australia Southeast Store 93,2019-06-01,Baby,Cribs,9,15,22049908,40191531,True,2019-06-01,1
63,Australia Southeast,Australia Southeast Store 93,2019-02-27,Electronics,Televisions,3,100,20285042,74332724,True,2019-02-27,1
64,Australia Southeast,Australia Southeast Store 93,2019-04-16,Baby,Strollers,6,15,68347147,3025169,False,2019-04-16,1
65,Australia Southeast,Australia Southeast Store 93,2019-02-08,Electronics,Televisions,3,50,15673254,30251690,False,2019-02-08,1
66,Australia Southeast,Australia Southeast Store 93,2019-02-18,Baby,Car seats,5,30,25678953,87297734,True,2019-08-02,2
