ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,East US,East US Store 25,2019-05-02,Baby,Baby toys,9,12,60059173,16422346,False,2019-05-02,1
1,East US,East US Store 25,2019-02-11,Electronics,Speakers,3,200,71235383,56613877,True,2019-02-11,1
2,East US,East US Store 25,2019-08-01,Baby,Baby toys,11,15,51500921,32412525,False,2019-08-01,1
3,East US,East US Store 25,2019-07-25,Clothing,Mens,10,12,49691039,75197058,True,2019-07-25,1
4,East US,East US Store 25,2019-03-13,Baby,Cribs,5,30,97398912,74332724,True,2019-03-13,1
5,East US,East US Store 25,2019-04-23,Baby,Cribs,7,30,21621413,57910378,True,2019-04-23,1
6,East US,East US Store 25,2019-02-11,Beauty/Health,Skincare,4,10,54926778,74332724,True,2019-03-13,2
7,East US,East US Store 25,2019-08-19,Clothing,Kids,12,25,87204257,13397177,False,2019-08-19,1
8,East US,East US Store 25,2019-07-02,Electronics,Televisions,2,300,94613926,77790060,True,2019-07-02,1
9,East US,East US Store 25,2019-02-04,Clothing,Swimwear,4,12,42696740,86001233,True,2019-02-04,1
10,East US,East US Store 25,2019-07-11,Baby,Diaper bags,10,5,80442512,30251690,False,2019-07-11,1
11,East US,East US Store 25,2019-01-27,Baby,Diaper bags,4,15,50066473,75197058,True,2019-07-25,2
12,East US,East US Store 25,2019-03-05,Clothing,Womens,5,20,78303565,33709026,False,2019-03-05,1
13,East US,East US Store 25,2019-08-01,Beauty/Health,Feminine Products,11,10,85183542,66121551,True,2019-08-01,1
14,East US,East US Store 25,2019-03-31,Furniture,Pool furniture,5,40,66734995,73468390,True,2019-03-31,1
15,East US,East US Store 25,2019-01-14,Beauty/Health,Oral care,3,15,96268454,46674036,True,2019-01-14,1
16,East US,East US Store 25,2019-08-05,Electronics,Cell Phones,3,300,68362696,54020875,True,2019-08-05,1
17,East US,East US Store 25,2019-06-02,Baby,Diapers,11,5,37911387,27658688,False,2019-06-02,1
18,East US,East US Store 25,2019-05-31,Baby,Diaper bags,9,15,66302049,36734195,False,2019-05-31,1
19,East US,East US Store 25,2019-01-04,Beauty/Health,Fragrances,4,6,11174616,35869861,False,2019-01-04,1
20,East US,East US Store 25,2019-05-16,Furniture,Indoor seating,9,30,78389120,43216700,True,2019-05-16,1
21,East US,East US Store 25,2019-02-23,Furniture,Indoor tables,6,40,28975477,31548191,False,2019-02-23,1
22,East US,East US Store 25,2019-04-28,Furniture,Beds,8,30,67520801,70443221,True,2019-04-28,1
23,East US,East US Store 25,2019-03-27,Furniture,Indoor tables,6,75,54805285,59206879,True,2019-03-27,1
24,East US,East US Store 25,2019-08-16,Clothing,Shoes,13,13,34448989,27226521,False,2019-08-16,1
25,East US,East US Store 25,2019-01-24,Beauty/Health,Fragrances,3,10,80194240,86433400,True,2019-01-24,1
26,East US,East US Store 25,2019-01-12,Baby,Strollers,4,30,95939219,83408231,True,2019-01-12,1
27,East US,East US Store 25,2019-03-22,Electronics,Computers,2,200,17027392,28523022,False,2019-03-22,1
28,East US,East US Store 25,2019-06-21,Electronics,Televisions,2,50,51438675,50995706,True,2019-06-21,1
29,East US,East US Store 25,2019-02-11,Clothing,Kids,6,13,58212623,51427873,True,2019-02-11,1
30,East US,East US Store 25,2019-05-07,Clothing,Shoes,9,20,31593024,79950895,True,2019-05-07,1
31,East US,East US Store 25,2019-05-14,Clothing,Mens,9,25,78123782,67418052,True,2019-05-14,1
32,East US,East US Store 25,2019-06-30,Clothing,Mens,11,25,82552787,64392883,True,2019-06-30,1
33,East US,East US Store 25,2019-01-12,Furniture,Pool furniture,4,15,20703603,82543897,True,2019-01-12,1
34,East US,East US Store 25,2019-04-14,Clothing,Kids,8,10,26583614,43648867,True,2019-04-14,1
35,East US,East US Store 25,2019-03-28,Beauty/Health,Fragrances,7,10,78784962,9939841,False,2019-03-28,1
36,East US,East US Store 25,2019-01-27,Furniture,Patio furniture,3,30,91219542,28523022,False,2019-03-22,2
37,East US,East US Store 25,2019-07-31,Furniture,Indoor tables,12,100,17881711,33709026,False,2019-03-05,2
38,East US,East US Store 25,2019-03-07,Furniture,Indoor tables,5,30,75893045,41920199,True,2019-03-07,1
39,East US,East US Store 25,2019-06-04,Furniture,Beds,11,30,28905992,46241869,True,2019-06-04,1
40,East US,East US Store 25,2019-07-08,Electronics,Tablets,3,200,58895594,25065686,False,2019-07-08,1
41,East US,East US Store 25,2019-07-03,Baby,Car seats,10,15,28327274,81247396,True,2019-07-03,1
42,East US,East US Store 25,2019-04-18,Clothing,Womens,7,13,82837483,8211173,False,2019-04-18,1
43,East US,East US Store 25,2019-03-26,Clothing,Swimwear,7,10,71681383,17718847,False,2019-03-26,1
44,East US,East US Store 25,2019-08-17,Furniture,Beds,12,75,74604255,40191531,True,2019-08-17,1
45,East US,East US Store 25,2019-07-22,Electronics,Computers,2,200,22777418,52724374,True,2019-07-22,1
46,East US,East US Store 25,2019-01-30,Beauty/Health,Haircare,4,10,94289081,5186004,False,2019-01-30,1
47,East US,East US Store 25,2019-06-23,Electronics,Speakers,3,100,33640945,33709026,False,2019-03-05,3
48,East US,East US Store 25,2019-08-13,Clothing,Kids,13,10,53294053,54885209,True,2019-08-13,1
49,East US,East US Store 25,2019-03-17,Clothing,Baby,5,25,80898483,55749543,True,2019-03-17,1
50,East US,East US Store 25,2019-06-15,Clothing,Kids,11,25,73480179,78654394,True,2019-06-15,1
51,East US,East US Store 25,2019-01-06,Beauty/Health,Bath,4,10,41298185,37166362,False,2019-01-06,1
52,East US,East US Store 25,2019-08-11,Clothing,Shoes,11,13,29101885,49699205,True,2019-08-11,1
53,East US,East US Store 25,2019-07-22,Beauty/Health,Haircare,11,10,87901018,80815229,True,2019-07-22,1
54,East US,East US Store 25,2019-04-12,Furniture,Patio furniture,8,100,59838760,13397177,False,2019-08-19,2
55,East US,East US Store 25,2019-06-17,Beauty/Health,Makeup,10,15,25963856,80815229,True,2019-07-22,2
56,East US,East US Store 25,2019-03-05,Clothing,Shoes,5,25,46316750,34573360,False,2019-03-05,1
57,East US,East US Store 25,2019-08-20,Clothing,Shoes,13,13,49560527,19879682,False,2019-08-20,1
58,East US,East US Store 25,2019-05-09,Clothing,Mens,10,20,73530276,72604056,True,2019-05-09,1
59,East US,East US Store 25,2019-03-26,Beauty/Health,Oral care,7,6,94964066,4321670,False,2019-03-26,1
60,East US,East US Store 25,2019-02-25,Furniture,Pool furniture,5,15,95899218,5186004,False,2019-01-30,2
61,East US,East US Store 25,2019-02-26,Baby,Baby toys,5,15,35529401,60071213,True,2019-02-26,1
62,East US,East US Store 25,2019-05-19,Baby,Car seats,8,5,53500262,84272565,True,2019-05-19,1
63,East US,East US Store 25,2019-03-21,Furniture,Beds,5,40,66113191,61799881,True,2019-03-21,1
64,East US,East US Store 25,2019-04-21,Furniture,Beds,6,15,17324378,31548191,False,2019-02-23,2
65,East US,East US Store 25,2019-03-01,Electronics,Computers,2,50,81230224,35005527,False,2019-03-01,1
66,East US,East US Store 25,2019-01-15,Baby,Strollers,5,5,94238531,50995706,True,2019-06-21,2
67,East US,East US Store 25,2019-03-20,Furniture,Indoor tables,7,15,63146041,25497853,False,2019-03-20,1
68,East US,East US Store 25,2019-08-09,Baby,Car seats,13,10,26435489,82543897,True,2019-01-12,2
69,East US,East US Store 25,2019-06-20,Furniture,Pool furniture,11,30,45838560,28523022,False,2019-03-22,3
70,East US,East US Store 25,2019-01-15,Electronics,Tablets,2,300,77621440,25065686,False,2019-07-08,2
71,East US,East US Store 25,2019-03-21,Baby,Diapers,5,30,62965411,53588708,True,2019-03-21,1
72,East US,East US Store 25,2019-01-31,Furniture,Pool furniture,3,30,41382290,42784533,True,2019-01-31,1
73,East US,East US Store 25,2019-01-14,Electronics,Cell Phones,3,300,19085407,6914672,False,2019-01-14,1
74,East US,East US Store 25,2019-07-10,Baby,Strollers,11,30,58900095,9075507,False,2019-07-10,1
75,East US,East US Store 25,2019-05-12,Furniture,Indoor seating,8,30,92369191,86865567,True,2019-05-12,1
