ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,East US,East US Store 72,2019-06-24,Beauty/Health,Skincare,11,14,89377601,71739722,True,2019-06-24,1
1,East US,East US Store 72,2019-05-26,Baby,Strollers,10,30,65210062,39327197,True,2019-05-26,1
2,East US,East US Store 72,2019-02-06,Electronics,Televisions,6,50,56131229,46241869,True,2019-02-06,1
3,East US,East US Store 72,2019-06-12,Clothing,Shoes,12,25,80478707,89026402,True,2019-06-12,1
4,East US,East US Store 72,2019-07-20,Clothing,Womens,13,12,43860165,61367714,True,2019-07-20,1
5,East US,East US Store 72,2019-05-31,Electronics,Televisions,8,50,66591285,50995706,True,2019-05-31,1
6,East US,East US Store 72,2019-01-14,Clothing,Womens,4,10,48931160,54885209,True,2019-01-14,1
7,East US,East US Store 72,2019-07-12,Baby,Diapers,12,30,46442165,67850219,True,2019-07-12,1
8,East US,East US Store 72,2019-03-11,Beauty/Health,Bath,8,10,11360941,67850219,True,2019-07-12,2
9,East US,East US Store 72,2019-07-04,Furniture,Indoor tables,11,100,13822664,88162068,True,2019-07-04,1
10,East US,East US Store 72,2019-03-28,Beauty/Health,Feminine Products,7,6,12776081,41920199,True,2019-03-28,1
11,East US,East US Store 72,2019-03-05,Beauty/Health,Oral care,7,6,75723875,47970537,True,2019-03-05,1
12,East US,East US Store 72,2019-03-19,Electronics,Computers,6,200,74035888,20311849,False,2019-03-19,1
13,East US,East US Store 72,2019-03-03,Furniture,Indoor seating,6,75,68482273,80815229,True,2019-03-03,1
14,East US,East US Store 72,2019-06-04,Electronics,Speakers,10,200,83199119,75197058,True,2019-06-04,1
15,East US,East US Store 72,2019-03-16,Furniture,Indoor tables,7,40,62664313,50131372,True,2019-03-16,1
16,East US,East US Store 72,2019-08-20,Electronics,Speakers,12,50,67235999,66985885,True,2019-08-20,1
17,East US,East US Store 72,2019-06-19,Baby,Baby toys,11,30,17515728,74332724,True,2019-06-19,1
18,East US,East US Store 72,2019-04-08,Beauty/Health,Oral care,7,10,49969235,41488032,True,2019-04-08,1
19,East US,East US Store 72,2019-08-14,Baby,Diapers,13,15,74244788,41488032,True,2019-04-08,2
20,East US,East US Store 72,2019-04-06,Clothing,Baby,8,20,21669057,5186004,False,2019-04-06,1
21,East US,East US Store 72,2019-07-19,Furniture,Beds,12,100,93095300,84272565,True,2019-07-19,1
22,East US,East US Store 72,2019-04-28,Furniture,Indoor seating,10,15,65868851,84704732,True,2019-04-28,1
23,East US,East US Store 72,2019-08-10,Baby,Diapers,12,30,10420701,26794354,False,2019-08-10,1
24,East US,East US Store 72,2019-05-02,Electronics,Televisions,9,100,50728392,72604056,True,2019-05-02,1
25,East US,East US Store 72,2019-07-02,Clothing,Mens,11,12,94253636,42784533,True,2019-07-02,1
26,East US,East US Store 72,2019-02-20,Clothing,Kids,6,25,41564312,31548191,False,2019-02-20,1
27,East US,East US Store 72,2019-06-03,Beauty/Health,Feminine Products,10,14,73113501,15558012,False,2019-06-03,1
28,East US,East US Store 72,2019-08-03,Beauty/Health,Bath,14,10,75754581,86865567,True,2019-08-03,1
29,East US,East US Store 72,2019-02-16,Furniture,Indoor seating,5,30,73136418,82543897,True,2019-02-16,1
30,East US,East US Store 72,2019-06-10,Furniture,Pool furniture,10,30,27694276,57478211,True,2019-06-10,1
31,East US,East US Store 72,2019-05-07,Furniture,Indoor seating,10,30,59208301,85569066,True,2019-05-07,1
32,East US,East US Store 72,2019-01-31,Furniture,Indoor tables,4,100,99419249,83840398,True,2019-01-31,1
33,East US,East US Store 72,2019-05-25,Clothing,Mens,11,25,29259052,53156541,True,2019-05-25,1
34,East US,East US Store 72,2019-05-15,Electronics,Computers,8,300,49780155,72171889,True,2019-05-15,1
35,East US,East US Store 72,2019-01-17,Furniture,Pool furniture,4,100,60113429,46674036,True,2019-01-17,1
36,East US,East US Store 72,2019-07-12,Clothing,Kids,13,12,68493899,5618171,False,2019-07-12,1
37,East US,East US Store 72,2019-03-14,Furniture,Indoor tables,7,100,95107959,84704732,True,2019-04-28,2
