ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,Australia Southeast,Australia Southeast Store 20,2019-08-02,Clothing,Womens,11,10,24219963,84704732,True,2019-08-02,1
1,Australia Southeast,Australia Southeast Store 20,2019-02-28,Beauty/Health,Feminine Products,4,10,46261898,3889503,False,2019-02-28,1
2,Australia Southeast,Australia Southeast Store 20,2019-02-10,Electronics,Cell Phones,2,100,91965620,8211173,False,2019-02-10,1
3,Australia Southeast,Australia Southeast Store 20,2019-05-08,Clothing,Mens,7,10,31380623,47538370,True,2019-05-08,1
4,Australia Southeast,Australia Southeast Store 20,2019-05-19,Beauty/Health,Haircare,8,14,18700146,40191531,True,2019-05-19,1
5,Australia Southeast,Australia Southeast Store 20,2019-01-03,Baby,Strollers,4,5,77078274,28090855,False,2019-01-03,1
6,Australia Southeast,Australia Southeast Store 20,2019-07-19,Electronics,Televisions,1,200,74642111,25065686,False,2019-07-19,1
7,Australia Southeast,Australia Southeast Store 20,2019-03-15,Clothing,Mens,4,12,34246872,19015348,False,2019-03-15,1
8,Australia Southeast,Australia Southeast Store 20,2019-05-24,Beauty/Health,Makeup,8,10,36992440,79950895,True,2019-05-24,1
9,Australia Southeast,Australia Southeast Store 20,2019-05-17,Clothing,Baby,7,20,57082102,61367714,True,2019-05-17,1
10,Australia Southeast,Australia Southeast Store 20,2019-02-06,Baby,Baby toys,4,12,54956703,73468390,True,2019-02-06,1
11,Australia Southeast,Australia Southeast Store 20,2019-04-16,Baby,Baby toys,6,12,65102667,15125845,False,2019-04-16,1
12,Australia Southeast,Australia Southeast Store 20,2019-06-29,Clothing,Womens,10,10,46110238,43216700,True,2019-06-29,1
13,Australia Southeast,Australia Southeast Store 20,2019-06-10,Baby,Cribs,9,30,10451695,41055865,True,2019-06-10,1
14,Australia Southeast,Australia Southeast Store 20,2019-02-06,Beauty/Health,Oral care,3,10,43728123,75629225,True,2019-02-06,1
15,Australia Southeast,Australia Southeast Store 20,2019-03-04,Clothing,Kids,4,12,78953080,22904851,False,2019-03-04,1
16,Australia Southeast,Australia Southeast Store 20,2019-01-06,Baby,Baby toys,2,5,14325962,71739722,True,2019-01-06,1
17,Australia Southeast,Australia Southeast Store 20,2019-07-19,Beauty/Health,Bath,11,10,87444739,47970537,True,2019-07-19,1
18,Australia Southeast,Australia Southeast Store 20,2019-08-14,Clothing,Shoes,10,13,21805550,88162068,True,2019-08-14,1
19,Australia Southeast,Australia Southeast Store 20,2019-03-15,Clothing,Kids,5,20,74080387,67418052,True,2019-03-15,1
20,Australia Southeast,Australia Southeast Store 20,2019-01-24,Beauty/Health,Skincare,3,14,48543839,10372008,False,2019-01-24,1
21,Australia Southeast,Australia Southeast Store 20,2019-06-27,Baby,Baby toys,10,15,49043879,75197058,True,2019-06-27,1
22,Australia Southeast,Australia Southeast Store 20,2019-07-13,Electronics,Televisions,1,200,21992696,8211173,False,2019-02-10,2
23,Australia Southeast,Australia Southeast Store 20,2019-07-30,Beauty/Health,Bath,10,6,71030147,82976064,True,2019-07-30,1
24,Australia Southeast,Australia Southeast Store 20,2019-03-03,Baby,Cribs,5,12,71014882,66985885,True,2019-03-03,1
25,Australia Southeast,Australia Southeast Store 20,2019-04-23,Baby,Diaper bags,7,12,52882959,77357893,True,2019-04-23,1
26,Australia Southeast,Australia Southeast Store 20,2019-04-21,Baby,Car seats,6,30,73100390,61367714,True,2019-05-17,2
27,Australia Southeast,Australia Southeast Store 20,2019-05-31,Electronics,Headphones,2,200,94309867,37598529,False,2019-05-31,1
28,Australia Southeast,Australia Southeast Store 20,2019-05-04,Beauty/Health,Feminine Products,8,10,37912700,74764891,True,2019-05-04,1
29,Australia Southeast,Australia Southeast Store 20,2019-07-03,Electronics,Televisions,1,200,52711048,33276859,False,2019-07-03,1
30,Australia Southeast,Australia Southeast Store 20,2019-07-31,Furniture,Pool furniture,9,30,84018038,58342545,True,2019-07-31,1
31,Australia Southeast,Australia Southeast Store 20,2019-05-11,Baby,Baby toys,7,10,72634060,87297734,True,2019-05-11,1
32,Australia Southeast,Australia Southeast Store 20,2019-08-19,Clothing,Baby,11,25,21077012,52292207,True,2019-08-19,1
33,Australia Southeast,Australia Southeast Store 20,2019-06-08,Clothing,Womens,10,13,89475457,56613877,True,2019-06-08,1
34,Australia Southeast,Australia Southeast Store 20,2019-03-10,Beauty/Health,Feminine Products,6,15,29517390,79086561,True,2019-03-10,1
35,Australia Southeast,Australia Southeast Store 20,2019-05-29,Clothing,Kids,8,12,53902789,58342545,True,2019-07-31,2
36,Australia Southeast,Australia Southeast Store 20,2019-05-03,Electronics,Computers,1,200,24141723,74764891,True,2019-05-04,2
37,Australia Southeast,Australia Southeast Store 20,2019-05-16,Electronics,Headphones,1,100,53287755,60935547,True,2019-05-16,1
38,Australia Southeast,Australia Southeast Store 20,2019-02-23,Clothing,Kids,3,25,57320283,79518728,True,2019-02-23,1
39,Australia Southeast,Australia Southeast Store 20,2019-01-12,Clothing,Kids,2,25,74982308,76061392,True,2019-01-12,1
40,Australia Southeast,Australia Southeast Store 20,2019-07-14,Beauty/Health,Bath,11,10,76777924,81679563,True,2019-07-14,1
41,Australia Southeast,Australia Southeast Store 20,2019-03-27,Electronics,Tablets,1,200,63735161,38030696,False,2019-03-27,1
42,Australia Southeast,Australia Southeast Store 20,2019-01-27,Baby,Diapers,2,30,71085890,70011054,True,2019-01-27,1
43,Australia Southeast,Australia Southeast Store 20,2019-06-17,Clothing,Mens,9,25,19023930,31980358,False,2019-06-17,1
44,Australia Southeast,Australia Southeast Store 20,2019-08-13,Clothing,Mens,11,25,55882872,65257217,True,2019-08-13,1
45,Australia Southeast,Australia Southeast Store 20,2019-01-13,Baby,Diaper bags,4,30,70361663,39759364,True,2019-01-13,1
46,Australia Southeast,Australia Southeast Store 20,2019-01-29,Beauty/Health,Haircare,4,14,83278532,37598529,False,2019-05-31,2
47,Australia Southeast,Australia Southeast Store 20,2019-04-07,Beauty/Health,Haircare,5,10,43802037,60935547,True,2019-05-16,2
48,Australia Southeast,Australia Southeast Store 20,2019-04-07,Beauty/Health,Bath,5,10,12724866,80383062,True,2019-04-07,1
49,Australia Southeast,Australia Southeast Store 20,2019-06-20,Clothing,Mens,10,25,33417796,71739722,True,2019-01-06,2
50,Australia Southeast,Australia Southeast Store 20,2019-01-23,Clothing,Baby,4,12,98296344,29819523,False,2019-01-23,1
51,Australia Southeast,Australia Southeast Store 20,2019-04-22,Electronics,Tablets,1,300,10925288,15990179,False,2019-04-22,1
52,Australia Southeast,Australia Southeast Store 20,2019-03-21,Electronics,Tablets,1,300,11249988,75629225,True,2019-02-06,2
53,Australia Southeast,Australia Southeast Store 20,2019-03-04,Beauty/Health,Makeup,4,10,88131751,68714553,True,2019-03-04,1
54,Australia Southeast,Australia Southeast Store 20,2019-02-15,Clothing,Mens,3,13,17156740,36734195,False,2019-02-15,1
55,Australia Southeast,Australia Southeast Store 20,2019-05-29,Beauty/Health,Haircare,7,10,79999535,20744016,False,2019-05-29,1
56,Australia Southeast,Australia Southeast Store 20,2019-04-25,Beauty/Health,Makeup,5,10,23516198,32844692,False,2019-04-25,1
57,Australia Southeast,Australia Southeast Store 20,2019-02-22,Furniture,Patio furniture,5,100,10753105,71739722,True,2019-01-06,3
58,Australia Southeast,Australia Southeast Store 20,2019-06-29,Beauty/Health,Makeup,9,10,41320269,41488032,True,2019-06-29,1
59,Australia Southeast,Australia Southeast Store 20,2019-04-15,Beauty/Health,Feminine Products,6,15,27565611,25065686,False,2019-07-19,2
60,Australia Southeast,Australia Southeast Store 20,2019-02-21,Electronics,Cell Phones,2,100,43629024,74764891,True,2019-05-04,3
61,Australia Southeast,Australia Southeast Store 20,2019-02-27,Electronics,Televisions,2,50,39551074,26362187,False,2019-02-27,1
62,Australia Southeast,Australia Southeast Store 20,2019-06-27,Clothing,Shoes,9,10,12142757,36302028,False,2019-06-27,1
63,Australia Southeast,Australia Southeast Store 20,2019-04-01,Baby,Car seats,7,15,44505226,34573360,False,2019-04-01,1
64,Australia Southeast,Australia Southeast Store 20,2019-03-09,Furniture,Pool furniture,5,30,20375893,23337018,False,2019-03-09,1
65,Australia Southeast,Australia Southeast Store 20,2019-05-14,Beauty/Health,Feminine Products,8,10,21406016,74332724,True,2019-05-14,1
66,Australia Southeast,Australia Southeast Store 20,2019-05-15,Beauty/Health,Fragrances,8,14,32289186,70875388,True,2019-05-15,1
67,Australia Southeast,Australia Southeast Store 20,2019-04-05,Clothing,Swimwear,5,12,17043062,59206879,True,2019-04-05,1
68,Australia Southeast,Australia Southeast Store 20,2019-01-04,Clothing,Swimwear,2,12,15465409,76925726,True,2019-01-04,1
69,Australia Southeast,Australia Southeast Store 20,2019-01-10,Baby,Diaper bags,2,30,51149982,6482505,False,2019-01-10,1
70,Australia Southeast,Australia Southeast Store 20,2019-06-28,Clothing,Shoes,8,12,45113365,32844692,False,2019-04-25,2
71,Australia Southeast,Australia Southeast Store 20,2019-04-07,Furniture,Pool furniture,6,100,89141165,2593002,False,2019-04-07,1
72,Australia Southeast,Australia Southeast Store 20,2019-02-07,Electronics,Tablets,1,100,76364865,29819523,False,2019-01-23,2
73,Australia Southeast,Australia Southeast Store 20,2019-05-29,Electronics,Headphones,1,100,71757451,56181710,True,2019-05-29,1
74,Australia Southeast,Australia Southeast Store 20,2019-08-18,Electronics,Headphones,2,200,36489850,28090855,False,2019-01-03,2
75,Australia Southeast,Australia Southeast Store 20,2019-03-12,Electronics,Computers,2,100,80520487,31116024,False,2019-03-12,1
76,Australia Southeast,Australia Southeast Store 20,2019-05-09,Baby,Cribs,8,30,56814758,8211173,False,2019-02-10,3
77,Australia Southeast,Australia Southeast Store 20,2019-08-19,Baby,Car seats,11,30,83022171,68714553,True,2019-03-04,2
78,Australia Southeast,Australia Southeast Store 20,2019-07-27,Clothing,Shoes,10,12,26773640,52292207,True,2019-08-19,2
79,Australia Southeast,Australia Southeast Store 20,2019-04-09,Electronics,Cell Phones,2,200,57007415,70443221,True,2019-04-09,1
80,Australia Southeast,Australia Southeast Store 20,2019-05-01,Electronics,Speakers,2,200,95878727,35005527,False,2019-05-01,1
81,Australia Southeast,Australia Southeast Store 20,2019-05-29,Beauty/Health,Oral care,7,10,61933716,55317376,True,2019-05-29,1
