ordernum,region,store,saledate,dep,item,unitsold,unitprice,employeeID,customerID,loyalty,firstpurchase,freq
0,Central US,Central US Store 97,2019-04-24,Beauty/Health,Skincare,7,10,90257453,79950895,True,2019-04-24,1
1,Central US,Central US Store 97,2019-02-20,Beauty/Health,Bath,5,10,71782148,43648867,True,2019-02-20,1
2,Central US,Central US Store 97,2019-03-10,Beauty/Health,Feminine Products,7,10,48288931,49699205,True,2019-03-10,1
3,Central US,Central US Store 97,2019-01-23,Baby,Diapers,5,12,46525624,14693678,False,2019-01-23,1
4,Central US,Central US Store 97,2019-07-31,Electronics,Tablets,10,100,87423691,85136899,True,2019-07-31,1
5,Central US,Central US Store 97,2019-08-04,Baby,Car seats,12,12,33509493,53156541,True,2019-08-04,1
6,Central US,Central US Store 97,2019-04-22,Clothing,Kids,8,25,61293654,23337018,False,2019-04-22,1
7,Central US,Central US Store 97,2019-01-22,Beauty/Health,Fragrances,6,10,59996147,52724374,True,2019-01-22,1
8,Central US,Central US Store 97,2019-06-08,Beauty/Health,Skincare,12,10,82287245,60071213,True,2019-06-08,1
9,Central US,Central US Store 97,2019-02-04,Beauty/Health,Oral care,6,15,55465063,22040517,False,2019-02-04,1
10,Central US,Central US Store 97,2019-07-18,Baby,Diapers,11,15,31330545,89026402,True,2019-07-18,1
11,Central US,Central US Store 97,2019-05-08,Electronics,Computers,8,50,57373552,41055865,True,2019-05-08,1
12,Central US,Central US Store 97,2019-01-13,Clothing,Womens,5,10,17597861,73036223,True,2019-01-13,1
13,Central US,Central US Store 97,2019-06-04,Baby,Car seats,11,30,83951827,81679563,True,2019-06-04,1
14,Central US,Central US Store 97,2019-03-05,Electronics,Televisions,6,200,15063035,28523022,False,2019-03-05,1
15,Central US,Central US Store 97,2019-05-04,Furniture,Indoor tables,10,15,12307564,76061392,True,2019-05-04,1
16,Central US,Central US Store 97,2019-03-30,Baby,Car seats,8,12,38616561,79950895,True,2019-04-24,2
17,Central US,Central US Store 97,2019-08-06,Furniture,Pool furniture,14,30,89362433,41488032,True,2019-08-06,1
18,Central US,Central US Store 97,2019-05-30,Electronics,Headphones,9,50,49424320,34573360,False,2019-05-30,1
19,Central US,Central US Store 97,2019-06-05,Baby,Baby toys,11,30,21528599,51427873,True,2019-06-05,1
20,Central US,Central US Store 97,2019-01-16,Beauty/Health,Bath,5,10,64474227,72171889,True,2019-01-16,1
21,Central US,Central US Store 97,2019-06-20,Beauty/Health,Oral care,12,10,61349587,11236342,False,2019-06-20,1
22,Central US,Central US Store 97,2019-02-15,Baby,Cribs,6,15,43426204,22472684,False,2019-02-15,1
23,Central US,Central US Store 97,2019-03-21,Electronics,Computers,7,100,88497379,77357893,True,2019-03-21,1
24,Central US,Central US Store 97,2019-04-14,Electronics,Tablets,7,50,82413871,31116024,False,2019-04-14,1
25,Central US,Central US Store 97,2019-02-07,Baby,Cribs,6,12,98748274,35437694,False,2019-02-07,1
26,Central US,Central US Store 97,2019-06-01,Furniture,Beds,10,75,82370056,22904851,False,2019-06-01,1
27,Central US,Central US Store 97,2019-02-25,Baby,Cribs,6,15,46174625,34141193,False,2019-02-25,1
28,Central US,Central US Store 97,2019-03-11,Furniture,Indoor tables,7,15,73372561,77357893,True,2019-03-21,2
29,Central US,Central US Store 97,2019-04-23,Electronics,Headphones,7,200,60316779,42784533,True,2019-04-23,1
30,Central US,Central US Store 97,2019-03-06,Furniture,Beds,6,75,23266449,30683857,False,2019-03-06,1
31,Central US,Central US Store 97,2019-08-16,Furniture,Pool furniture,14,100,27025307,88162068,True,2019-08-16,1
32,Central US,Central US Store 97,2019-02-16,Electronics,Computers,5,100,73584695,28955189,False,2019-02-16,1
33,Central US,Central US Store 97,2019-06-19,Clothing,Swimwear,10,20,34757950,13829344,False,2019-06-19,1
34,Central US,Central US Store 97,2019-02-14,Clothing,Womens,6,12,67804805,68282386,True,2019-02-14,1
35,Central US,Central US Store 97,2019-04-01,Clothing,Kids,8,13,41020904,80815229,True,2019-04-01,1
36,Central US,Central US Store 97,2019-03-01,Baby,Diaper bags,6,15,66174155,54020875,True,2019-03-01,1
37,Central US,Central US Store 97,2019-08-15,Clothing,Swimwear,14,20,19924741,50995706,True,2019-08-15,1
38,Central US,Central US Store 97,2019-07-12,Beauty/Health,Haircare,11,14,81584473,84272565,True,2019-07-12,1
39,Central US,Central US Store 97,2019-05-07,Electronics,Speakers,8,300,72604817,87729901,True,2019-05-07,1
40,Central US,Central US Store 97,2019-03-28,Furniture,Indoor seating,6,40,23846923,15125845,False,2019-03-28,1
41,Central US,Central US Store 97,2019-05-21,Clothing,Shoes,11,20,59921828,88594235,True,2019-05-21,1
42,Central US,Central US Store 97,2019-01-21,Furniture,Pool furniture,4,15,81497364,77357893,True,2019-03-21,3
43,Central US,Central US Store 97,2019-01-16,Clothing,Shoes,6,25,67820894,56613877,True,2019-01-16,1
44,Central US,Central US Store 97,2019-01-09,Beauty/Health,Feminine Products,6,10,85478050,38030696,False,2019-01-09,1
45,Central US,Central US Store 97,2019-05-31,Furniture,Patio furniture,11,15,59977966,55749543,True,2019-05-31,1
46,Central US,Central US Store 97,2019-02-05,Electronics,Tablets,5,100,25626738,18151014,False,2019-02-05,1
47,Central US,Central US Store 97,2019-02-22,Electronics,Cell Phones,6,200,70792657,11668509,False,2019-02-22,1
48,Central US,Central US Store 97,2019-01-16,Baby,Cribs,5,30,32575914,56613877,True,2019-01-16,2
49,Central US,Central US Store 97,2019-06-26,Baby,Diaper bags,11,30,85885224,25497853,False,2019-06-26,1
50,Central US,Central US Store 97,2019-07-07,Clothing,Kids,13,20,96095911,28955189,False,2019-02-16,2
